0,200,200,200.7
1,200.8,200.01,200.21
2,201.6,200.03,200.46
3,202.4,200.07,200.47
4,203.2,200.12,200.22
5,204,200.19,199.97
6,204.8,200.28,199.97
7,205.6,200.39,199.97
8,206.4,200.51,199.73
9,207.2,200.65,200.21
10,208,200.8,199.74
11,208.8,200.97,199.95
12,209.6,201.16,199.99
13,210.4,201.37,199.97
14,211.2,201.6,200.25
15,212,201.84,200.01
16,212.8,202.1,200.23
17,213.6,202.38,200.23
18,214.4,202.68,200.49
19,215.2,202.99,200.25
20,216,203.32,200.49
21,216.8,203.67,200.74
22,217.6,204.04,200.99
23,218.4,204.42,200.74
24,219.2,204.82,200.51
25,220,205.23,200.74
26,220.8,205.67,201.25
27,221.6,206.11,201.26
28,222.4,206.58,202.02
29,223.2,207.06,202.04
30,224,207.55,201.77
31,224.8,208.07,201.52
32,225.6,208.59,202.24
33,226.4,209.13,202.5
34,227.2,209.69,202.5
35,228,210.26,202.73
36,228.8,210.84,202.79
37,229.6,211.44,203.24
38,230.4,212.05,203.24
39,231.2,212.68,204.73
40,232,213.31,204.22
41,232.8,213.96,204.71
42,233.6,214.62,205
43,234.4,215.3,205.48
44,235.2,215.98,205.47
45,236,216.68,205.47
46,236.8,217.38,206.22
47,237.6,218.1,206.47
48,238.4,218.83,207.7
49,239.2,219.57,207.23
50,240,220.31,208.45
51,240.8,221.07,208.2
52,241.6,221.84,208.95
53,242.4,222.61,209.69
54,243.2,223.39,210.41
55,244,224.18,211.17
56,244.8,224.98,211.17
57,245.6,225.79,211.68
58,246.4,226.6,212.41
59,247.2,227.42,213.41
60,248,228.24,213.17
61,248.8,229.07,214.39
62,249.6,229.91,214.89
63,250.4,230.76,215.63
64,251.2,231.6,216.63
65,252,232.46,217.1
66,252.8,233.32,217.61
67,253.6,234.18,218.84
68,254.4,235.05,219.14
69,255.2,235.92,219.85
70,256,236.79,221.11
71,256.8,237.67,221.4
72,257.6,238.55,221.89
73,258.4,239.44,223.1
74,259.2,240.32,224.09
75,260,241.21,224.85
76,260.8,242.1,225.63
77,261.6,243,226.57
78,262.4,243.9,227.09
79,263.2,244.79,228.04
80,264,245.69,229.05
81,264.8,246.59,229.77
82,265.6,247.49,230.8
83,266.4,248.4,231.54
84,267.2,249.3,232.51
85,268,250.21,233.5
86,268.8,251.11,234.97
87,269.6,252.01,235.52
88,270.4,252.92,236.47
89,271.2,253.82,237.71
90,272,254.73,238.46
91,272.8,255.63,239.68
92,273.6,256.54,240.92
93,274.4,257.44,241.66
94,275.2,258.35,242.41
95,276,259.25,243.9
96,276.8,260.15,244.9
97,277.6,261.05,245.63
98,278.4,261.95,246.86
99,279.2,262.85,248.12
100,280,263.75,249.34
101,280.8,264.65,250.59
102,281.6,265.54,251.31
103,282.4,266.43,252.8
104,283.2,267.33,253.29
105,284,268.22,254.53
106,284.8,269.11,256
107,285.6,269.99,257.23
108,286.4,270.88,258.71
109,287.2,271.77,259.21
110,288,272.65,260.69
111,288.8,273.53,261.68
112,289.6,274.41,262.94
113,290.4,275.28,264.16
114,291.2,276.16,265.38
115,292,277.03,266.6
116,292.8,277.9,267.59
117,293.6,278.77,269.06
118,294.4,279.64,270.8
119,295.2,280.51,271.29
120,296,281.37,272.73
121,296.8,282.23,274.46
122,297.6,283.09,275.2
123,298.4,283.95,276.67
124,299.2,284.81,278.41
125,300,285.66,279.13
126,300.8,286.51,280.36
127,301.6,287.36,281.59
128,302.4,288.21,282.82
