Record Length,4096,,Source,CH1,CH2
Sample Interval,0.0000014648439,,Second,Volt,Volt
,,,-0.00371600000,0.37600,0.00800
,,,-0.00371400031,0.38400,0.00200
,,,-0.00371200031,0.37600,0.00600
,,,-0.00371000031,0.38400,0.00200
,,,-0.00370800031,0.36800,0.01000
,,,-0.00370600031,0.37600,0.00600
,,,-0.00370400031,0.36800,0.00800
,,,-0.00370200031,0.37600,0.00400
,,,-0.00370000031,0.36800,0.00400
,,,-0.00369800031,0.36800,0.01000
,,,-0.00369600031,0.36800,0.00800
,,,-0.00369400031,0.36800,0.00400
,,,-0.00369200031,0.36000,0.00400
,,,-0.00369000031,0.36000,0.00600
,,,-0.00368800031,0.36000,0.00
,,,-0.00368600031,0.36800,0.00400
,,,-0.00368400031,0.34400,0.01200
,,,-0.00368200031,0.32000,0.00400
,,,-0.00368000031,0.31200,-0.00200
,,,-0.00367800000,0.29600,0.00600
,,,-0.00367600000,0.32800,0.00
,,,-0.00367400031,0.38400,0.01800
,,,-0.00367200031,0.38400,0.00400
,,,-0.00367000031,0.36000,0.01800
,,,-0.00366800031,0.35200,0.00200
,,,-0.00366600031,0.34400,0.00400
,,,-0.00366400031,0.34400,0.00200
,,,-0.00366200031,0.36000,0.00600
,,,-0.00366000031,0.34400,0.00600
,,,-0.00365800000,0.36000,0.00200
,,,-0.00365600000,0.35200,0.00
,,,-0.00365400031,0.35200,0.00600
,,,-0.00365200031,0.35200,0.00800
,,,-0.00365000031,0.35200,-0.00800
,,,-0.00364800031,0.34400,0.00400
,,,-0.00364600031,0.36000,-0.00800
,,,-0.00364400031,0.35200,-0.00400
,,,-0.00364200031,0.36000,0.00
,,,-0.00364000031,0.34400,0.00600
,,,-0.00363800031,0.35200,-0.00200
,,,-0.00363600031,0.33600,0.00200
,,,-0.00363400031,0.35200,0.00
,,,-0.00363200031,0.32800,0.00400
,,,-0.00363000031,0.33600,0.00600
,,,-0.00362800031,0.32800,0.00200
,,,-0.00362600031,0.33600,0.00400
,,,-0.00362400031,0.33600,0.00400
,,,-0.00362200031,0.33600,0.00400
,,,-0.00362000031,0.32800,0.00400
,,,-0.00361800000,0.32800,0.00800
,,,-0.00361600000,0.32800,0.00
,,,-0.00361400031,0.32000,0.00600
,,,-0.00361200031,0.32000,0.00
,,,-0.00361000031,0.32000,0.00200
,,,-0.00360800031,0.31200,-0.00400
,,,-0.00360600031,0.32800,0.00200
,,,-0.00360400031,0.33600,-0.00200
,,,-0.00360200031,0.32000,0.00200
,,,-0.00360000031,0.32000,-0.00200
,,,-0.00359800000,0.32000,0.00200
,,,-0.00359600000,0.31200,-0.01000
,,,-0.00359400031,0.32800,0.00400
,,,-0.00359200031,0.31200,-0.00400
,,,-0.00359000031,0.32800,0.00
,,,-0.00358800031,0.32000,0.00200
,,,-0.00358600031,0.31200,-0.00400
,,,-0.00358400031,0.30400,-0.00800
,,,-0.00358200031,0.28800,0.00600
,,,-0.00358000031,0.27200,0.00400
,,,-0.00357800031,0.32000,-0.00800
,,,-0.00357600031,0.33600,0.00800
,,,-0.00357400031,0.33600,-0.01000
,,,-0.00357200031,0.32000,-0.00200
,,,-0.00357000031,0.33600,-0.00400
,,,-0.00356800031,0.31200,0.00200
,,,-0.00356600031,0.32800,0.00
,,,-0.00356400031,0.30400,0.00400
,,,-0.00356200031,0.32000,-0.00800
,,,-0.00356000031,0.30400,0.00
,,,-0.00355800000,0.32000,-0.00800
,,,-0.00355600000,0.28800,-0.00400
,,,-0.00355400031,0.31200,0.00200
,,,-0.00355200031,0.29600,0.00400
,,,-0.00355000031,0.29600,0.00800
,,,-0.00354800031,0.28000,0.00200
,,,-0.00354600031,0.29600,-0.00800
,,,-0.00354400031,0.28800,0.00200
,,,-0.00354200031,0.30400,-0.00400
,,,-0.00354000031,0.28000,-0.00400
,,,-0.00353800031,0.31200,-0.00800
,,,-0.00353600000,0.28800,-0.01000
,,,-0.00353400031,0.29600,-0.01000
,,,-0.00353200031,0.29600,-0.01000
,,,-0.00353000031,0.31200,-0.01600
,,,-0.00352800031,0.32000,-0.00800
,,,-0.00352600031,0.28800,-0.01000
,,,-0.00352400031,0.29600,-0.00800
,,,-0.00352200031,0.30400,-0.01600
,,,-0.00352000031,0.30400,-0.01400
,,,-0.00351800031,0.31200,-0.01200
,,,-0.00351600031,0.30400,-0.00400
,,,-0.00351400031,0.30400,-0.01200
,,,-0.00351200031,0.28800,0.00400
,,,-0.00351000031,0.31200,-0.01600
,,,-0.00350800031,0.29600,-0.00200
,,,-0.00350600031,0.31200,-0.01600
,,,-0.00350400031,0.28000,-0.00200
,,,-0.00350200031,0.29600,-0.01200
,,,-0.00350000031,0.28000,0.00400
,,,-0.00349800000,0.28800,-0.00800
,,,-0.00349600000,0.27200,-0.00200
,,,-0.00349400031,0.29600,-0.00800
,,,-0.00349200031,0.27200,-0.00400
,,,-0.00349000031,0.30400,-0.00800
,,,-0.00348800031,0.28000,0.00200
,,,-0.00348600031,0.28800,-0.00400
,,,-0.00348400031,0.28000,-0.01200
,,,-0.00348200031,0.28800,-0.01200
,,,-0.00348000031,0.28000,-0.01000
,,,-0.00347800031,0.28000,-0.01200
,,,-0.00347600031,0.28800,-0.01000
,,,-0.00347400031,0.28800,0.00
,,,-0.00347200031,0.28000,-0.01400
,,,-0.00347000031,0.27200,-0.00400
,,,-0.00346800031,0.28000,-0.02000
,,,-0.00346600031,0.27200,-0.00400
,,,-0.00346400031,0.27200,-0.01400
,,,-0.00346200031,0.27200,-0.01000
,,,-0.00346000031,0.28000,-0.01400
,,,-0.00345800000,0.28000,-0.01600
,,,-0.00345600000,0.28000,-0.02200
,,,-0.00345400031,0.28000,-0.01400
,,,-0.00345200031,0.27200,-0.00400
,,,-0.00345000031,0.27200,-0.01000
,,,-0.00344800031,0.27200,-0.00400
,,,-0.00344600031,0.27200,-0.01400
,,,-0.00344400000,0.27200,-0.01400
,,,-0.00344200000,0.26400,-0.01600
,,,-0.00344000000,0.27200,0.00400
,,,-0.00343800000,0.26400,-0.01400
,,,-0.00343600000,0.26400,0.00600
,,,-0.00343400031,0.26400,-0.01000
,,,-0.00343200031,0.24800,-0.00200
,,,-0.00343000031,0.25600,-0.01600
,,,-0.00342800031,0.24800,-0.00800
,,,-0.00342600031,0.25600,-0.00400
,,,-0.00342400031,0.24000,0.00200
,,,-0.00342200031,0.26400,-0.00200
,,,-0.00342000031,0.24800,-0.00200
,,,-0.00341800031,0.26400,-0.01600
,,,-0.00341600031,0.25600,-0.00400
,,,-0.00341400031,0.27200,-0.01200
,,,-0.00341200031,0.24000,-0.00200
,,,-0.00341000031,0.25600,-0.01400
,,,-0.00340800031,0.24800,-0.01200
,,,-0.00340600031,0.26400,-0.02000
,,,-0.00340400031,0.26400,-0.01400
,,,-0.00340200031,0.25600,-0.01800
,,,-0.00340000031,0.24800,-0.01600
,,,-0.00339800000,0.24800,-0.01200
,,,-0.00339600000,0.26400,-0.01200
,,,-0.00339400031,0.25600,-0.00800
,,,-0.00339200031,0.25600,-0.00800
,,,-0.00339000031,0.24000,-0.01400
,,,-0.00338800031,0.25600,-0.01000
,,,-0.00338600031,0.25600,-0.02600
,,,-0.00338400000,0.26400,-0.01400
,,,-0.00338200000,0.24800,-0.01400
,,,-0.00338000000,0.24000,-0.01200
,,,-0.00337800000,0.25600,-0.01200
,,,-0.00337600000,0.23200,-0.01000
,,,-0.00337400031,0.25600,-0.01400
,,,-0.00337200031,0.24000,-0.01200
,,,-0.00337000031,0.24800,-0.01400
,,,-0.00336800031,0.24800,-0.01200
,,,-0.00336600031,0.24800,-0.02000
,,,-0.00336400031,0.24800,-0.01400
,,,-0.00336200031,0.25600,-0.01600
,,,-0.00336000031,0.24800,-0.02400
,,,-0.00335800031,0.24800,-0.00400
,,,-0.00335600031,0.24800,-0.01800
,,,-0.00335400031,0.24000,-0.01000
,,,-0.00335200031,0.23200,-0.02000
,,,-0.00335000031,0.22400,-0.01600
,,,-0.00334800031,0.24800,-0.01800
,,,-0.00334600031,0.23200,-0.01200
,,,-0.00334400031,0.24000,-0.01000
,,,-0.00334200031,0.22400,-0.01400
,,,-0.00334000031,0.24000,-0.01600
,,,-0.00333800000,0.22400,-0.01400
,,,-0.00333600000,0.23200,0.00400
,,,-0.00333400031,0.23200,-0.01000
,,,-0.00333200031,0.24000,-0.02000
,,,-0.00333000031,0.24000,-0.02400
,,,-0.00332800031,0.24800,-0.01600
,,,-0.00332600031,0.24000,-0.01000
,,,-0.00332400031,0.24800,-0.02000
,,,-0.00332200000,0.22400,-0.02400
,,,-0.00332000000,0.24000,-0.01800
,,,-0.00331800000,0.23200,-0.01600
,,,-0.00331600000,0.24000,-0.01200
,,,-0.00331400031,0.23200,-0.01200
,,,-0.00331200031,0.20800,-0.02200
,,,-0.00331000031,0.20000,-0.02200
,,,-0.00330800031,0.18400,-0.02000
,,,-0.00330600031,0.18400,-0.02200
,,,-0.00330400031,0.24800,0.00400
,,,-0.00330200031,0.25600,-0.00800
,,,-0.00330000031,0.24800,-0.00800
,,,-0.00329800031,0.24800,-0.01600
,,,-0.00329600031,0.21600,-0.00800
,,,-0.00329400031,0.22400,-0.02400
,,,-0.00329200031,0.23200,-0.01400
,,,-0.00329000031,0.23200,-0.02600
,,,-0.00328800031,0.22400,-0.01200
,,,-0.00328600031,0.21600,-0.03800
,,,-0.00328400031,0.23200,-0.02600
,,,-0.00328200031,0.20800,-0.01400
,,,-0.00328000031,0.23200,-0.02000
,,,-0.00327800000,0.21600,-0.01600
,,,-0.00327600000,0.21600,-0.02200
,,,-0.00327400031,0.20800,-0.01400
,,,-0.00327200031,0.21600,-0.03000
,,,-0.00327000031,0.20800,-0.01400
,,,-0.00326800031,0.23200,-0.02400
,,,-0.00326600031,0.20800,-0.01600
,,,-0.00326400031,0.21600,-0.02400
,,,-0.00326200031,0.21600,-0.01800
,,,-0.00326000000,0.22400,-0.02600
,,,-0.00325800000,0.20800,-0.01400
,,,-0.00325600000,0.24000,-0.02400
,,,-0.00325400031,0.20800,-0.01600
,,,-0.00325200031,0.21600,-0.02200
,,,-0.00325000031,0.20000,-0.02400
,,,-0.00324800031,0.20800,-0.02200
,,,-0.00324600031,0.20800,-0.01400
,,,-0.00324400031,0.22400,-0.03600
,,,-0.00324200031,0.20800,-0.01800
,,,-0.00324000031,0.22400,-0.02600
,,,-0.00323800031,0.20000,-0.01800
,,,-0.00323600031,0.20800,-0.01000
,,,-0.00323400031,0.19200,-0.01400
,,,-0.00323200031,0.20800,-0.02200
,,,-0.00323000031,0.19200,-0.02200
,,,-0.00322800031,0.20000,-0.02000
,,,-0.00322600031,0.20000,-0.01600
,,,-0.00322400031,0.20800,-0.02400
,,,-0.00322200031,0.17600,-0.01600
,,,-0.00322000031,0.20000,-0.02400
,,,-0.00321800000,0.17600,-0.02000
,,,-0.00321600000,0.20000,-0.02800
,,,-0.00321400031,0.18400,-0.01200
,,,-0.00321200031,0.17600,-0.02400
,,,-0.00321000031,0.16000,-0.01600
,,,-0.00320800031,0.18400,-0.02600
,,,-0.00320600031,0.22400,-0.01400
,,,-0.00320400031,0.23200,-0.02000
,,,-0.00320200031,0.21600,-0.01200
,,,-0.00320000000,0.20800,-0.02400
,,,-0.00319800000,0.20000,-0.02000
,,,-0.00319600000,0.20000,-0.02000
,,,-0.00319400031,0.18400,-0.02600
,,,-0.00319200031,0.20000,-0.02200
,,,-0.00319000031,0.19200,-0.03000
,,,-0.00318800031,0.20000,-0.03800
,,,-0.00318600031,0.19200,-0.01600
,,,-0.00318400031,0.19200,-0.01600
,,,-0.00318200031,0.17600,-0.01400
,,,-0.00318000031,0.20000,-0.01400
,,,-0.00317800031,0.18400,-0.02400
,,,-0.00317600031,0.17600,-0.02200
,,,-0.00317400031,0.19200,-0.02200
,,,-0.00317200031,0.18400,-0.02400
,,,-0.00317000031,0.19200,-0.01400
,,,-0.00316800031,0.18400,-0.01800
,,,-0.00316600031,0.17600,-0.01600
,,,-0.00316400031,0.18400,-0.02200
,,,-0.00316200031,0.17600,-0.01600
,,,-0.00316000031,0.18400,-0.02600
,,,-0.00315800000,0.17600,-0.01800
,,,-0.00315600000,0.20000,-0.02000
,,,-0.00315400031,0.16800,-0.02400
,,,-0.00315200031,0.18400,-0.02400
,,,-0.00315000031,0.18400,-0.02000
,,,-0.00314800031,0.19200,-0.02400
,,,-0.00314600031,0.17600,-0.02000
,,,-0.00314400031,0.19200,-0.03200
,,,-0.00314200031,0.16800,-0.01800
,,,-0.00314000031,0.18400,-0.02600
,,,-0.00313800000,0.16800,-0.01600
,,,-0.00313600000,0.17600,-0.02800
,,,-0.00313400031,0.16000,-0.02200
,,,-0.00313200031,0.18400,-0.02200
,,,-0.00313000031,0.16800,-0.02000
,,,-0.00312800031,0.17600,-0.02600
,,,-0.00312600031,0.16800,-0.01400
,,,-0.00312400031,0.17600,-0.02000
,,,-0.00312200031,0.16000,-0.01400
,,,-0.00312000031,0.16800,-0.02400
,,,-0.00311800000,0.16000,-0.01600
,,,-0.00311600000,0.15200,-0.02800
,,,-0.00311400031,0.13600,-0.01600
,,,-0.00311200031,0.14400,-0.02200
,,,-0.00311000031,0.16000,-0.00800
,,,-0.00310800000,0.20000,-0.01800
,,,-0.00310600000,0.38400,0.00600
,,,-0.00310400000,0.68000,0.01600
,,,-0.00310200000,0.69600,0.02400
,,,-0.00310000000,0.67200,0.02200
,,,-0.00309800000,0.67200,0.02400
,,,-0.00309600000,0.65600,0.02000
,,,-0.00309400031,0.65600,0.02600
,,,-0.00309200031,0.67200,0.01000
,,,-0.00309000031,0.67200,0.00600
,,,-0.00308800031,0.66400,0.01800
,,,-0.00308600031,0.64800,0.01200
,,,-0.00308400031,0.66400,0.01400
,,,-0.00308200031,0.65600,0.01600
,,,-0.00308000031,0.65600,0.02200
,,,-0.00307800000,0.65600,0.01200
,,,-0.00307600000,0.66400,0.01600
,,,-0.00307400031,0.64800,0.00800
,,,-0.00307200031,0.65600,0.01800
,,,-0.00307000031,0.65600,0.01200
,,,-0.00306800031,0.66400,0.01000
,,,-0.00306600031,0.65600,0.02200
,,,-0.00306400031,0.66400,0.01800
,,,-0.00306200031,0.64000,0.02600
,,,-0.00306000031,0.67200,0.01200
,,,-0.00305800000,0.64000,0.02200
,,,-0.00305600000,0.66400,0.01200
,,,-0.00305400031,0.64800,0.02200
,,,-0.00305200031,0.64800,0.01600
,,,-0.00305000031,0.64000,0.03200
,,,-0.00304800031,0.63200,0.01200
,,,-0.00304600000,0.63200,0.02000
,,,-0.00304400000,0.64800,0.02000
,,,-0.00304200000,0.64800,0.01800
,,,-0.00304000000,0.66400,0.01400
,,,-0.00303800000,0.63200,0.02400
,,,-0.00303600000,0.66400,0.01600
,,,-0.00303400031,0.64000,0.01800
,,,-0.00303200031,0.67200,0.02400
,,,-0.00303000031,0.64800,0.01400
,,,-0.00302800031,0.66400,0.01800
,,,-0.00302600031,0.65600,0.00800
,,,-0.00302400031,0.64800,0.02000
,,,-0.00302200031,0.65600,0.01800
,,,-0.00302000031,0.66400,0.01800
,,,-0.00301800031,0.65600,0.02200
,,,-0.00301600000,0.64800,0.02000
,,,-0.00301400031,0.63200,0.02200
,,,-0.00301200031,0.65600,0.01600
,,,-0.00301000031,0.64800,0.01600
,,,-0.00300800031,0.64000,0.01200
,,,-0.00300600031,0.64800,0.02800
,,,-0.00300400031,0.65600,0.01800
,,,-0.00300200031,0.64000,0.02800
,,,-0.00300000031,0.63200,0.02000
,,,-0.00299800031,0.65600,0.02600
,,,-0.00299600031,0.64800,0.01600
,,,-0.00299400031,0.67200,0.02200
,,,-0.00299200031,0.65600,0.02000
,,,-0.00299000031,0.64800,0.02800
,,,-0.00298800031,0.64800,0.02400
,,,-0.00298600000,0.64000,0.02400
,,,-0.00298400031,0.63200,0.02000
,,,-0.00298200031,0.64000,0.01600
,,,-0.00298000000,0.64800,0.01200
,,,-0.00297800000,0.64800,0.02000
,,,-0.00297600000,0.65600,0.01800
,,,-0.00297400000,0.64000,0.02000
,,,-0.00297200000,0.68000,0.02000
,,,-0.00297000000,0.64800,0.02800
,,,-0.00296800000,0.63200,0.01800
,,,-0.00296600000,0.64000,0.02600
,,,-0.00296400031,0.64000,0.02200
,,,-0.00296200031,0.67200,0.02000
,,,-0.00296000031,0.66400,0.02000
,,,-0.00295800031,0.66400,0.02400
,,,-0.00295600031,0.64000,0.02400
,,,-0.00295400000,0.65600,0.01800
,,,-0.00295200000,0.63200,0.02000
,,,-0.00295000000,0.65600,0.01600
,,,-0.00294800000,0.64800,0.02400
,,,-0.00294600000,0.66400,0.01800
,,,-0.00294400031,0.64000,0.03400
,,,-0.00294200031,0.64000,0.02000
,,,-0.00294000031,0.64800,0.02600
,,,-0.00293800031,0.64800,0.01800
,,,-0.00293600031,0.65600,0.02800
,,,-0.00293400031,0.65600,0.01600
,,,-0.00293200031,0.66400,0.02800
,,,-0.00293000031,0.65600,0.01600
,,,-0.00292800031,0.64800,0.02800
,,,-0.00292600031,0.64000,0.02200
,,,-0.00292400031,0.65600,0.02400
,,,-0.00292200031,0.64000,0.03200
,,,-0.00292000000,0.63200,0.01200
,,,-0.00291800000,0.63200,0.02000
,,,-0.00291600000,0.64800,0.01600
,,,-0.00291400000,0.64000,0.02200
,,,-0.00291200000,0.65600,0.01200
,,,-0.00291000000,0.64000,0.02000
,,,-0.00290800000,0.66400,0.02000
,,,-0.00290600000,0.62400,0.02800
,,,-0.00290400031,0.65600,0.02000
,,,-0.00290200031,0.64800,0.01600
,,,-0.00290000031,0.66400,0.01200
,,,-0.00289800031,0.66400,0.01800
,,,-0.00289600031,0.65600,0.02800
,,,-0.00289400000,0.64800,0.01800
,,,-0.00289200000,0.66400,0.01400
,,,-0.00289000000,0.67200,0.01600
,,,-0.00288800000,0.67200,0.02200
,,,-0.00288600000,0.68000,0.03200
,,,-0.00288400031,0.66400,0.01200
,,,-0.00288200031,0.66400,0.01600
,,,-0.00288000031,0.68000,0.01600
,,,-0.00287800031,0.64800,0.02000
,,,-0.00287600031,0.66400,0.01600
,,,-0.00287400031,0.65600,0.01400
,,,-0.00287200031,0.66400,0.01800
,,,-0.00287000031,0.65600,0.01000
,,,-0.00286800031,0.64800,0.01800
,,,-0.00286600031,0.66400,0.01000
,,,-0.00286400031,0.66400,0.02000
,,,-0.00286200031,0.67200,0.01800
,,,-0.00286000000,0.65600,0.02800
,,,-0.00285800000,0.65600,0.02400
,,,-0.00285600000,0.64800,0.02200
,,,-0.00285400000,0.65600,0.01600
,,,-0.00285200000,0.64800,0.02600
,,,-0.00285000000,0.65600,0.02200
,,,-0.00284800000,0.64800,0.02000
,,,-0.00284600000,0.63200,0.03000
,,,-0.00284400031,0.64800,0.02600
,,,-0.00284200031,0.64800,0.03000
,,,-0.00284000031,0.64800,0.01800
,,,-0.00283800031,0.64000,0.02400
,,,-0.00283600031,0.63200,0.02200
,,,-0.00283400031,0.64800,0.02600
,,,-0.00283200000,0.65600,0.02600
,,,-0.00283000000,0.64800,0.02600
,,,-0.00282800000,0.64800,0.02200
,,,-0.00282600000,0.63200,0.02800
,,,-0.00282400031,0.64800,0.01200
,,,-0.00282200031,0.62400,0.02200
,,,-0.00282000031,0.65600,0.01200
,,,-0.00281800031,0.65600,0.02200
,,,-0.00281600031,0.64800,0.01400
,,,-0.00281400031,0.61600,0.02200
,,,-0.00281200031,0.65600,0.01200
