Record Length,4096,,Source,CH1,CH2
Sample Interval,0.0000014648439,,Second,Volt,Volt
,,,-0.00281000031,0.62400,0.02600
,,,-0.00280800031,0.65600,0.01600
,,,-0.00280600031,0.62400,0.02400
,,,-0.00280400031,0.64800,0.01000
,,,-0.00280200031,0.64000,0.02600
,,,-0.00280000000,0.66400,0.00800
,,,-0.00279800000,0.64000,0.01600
,,,-0.00279600000,0.66400,0.01800
,,,-0.00279400000,0.62400,0.02000
,,,-0.00279200000,0.65600,0.01400
,,,-0.00279000000,0.65600,0.01600
,,,-0.00278800000,0.65600,0.01600
,,,-0.00278600000,0.65600,0.01200
,,,-0.00278400031,0.66400,0.01600
,,,-0.00278200031,0.64800,0.01200
,,,-0.00278000031,0.66400,0.02000
,,,-0.00277800031,0.65600,0.01600
,,,-0.00277600031,0.68800,0.01600
,,,-0.00277400031,0.66400,0.01600
,,,-0.00277200000,0.68000,0.02000
,,,-0.00277000000,0.67200,0.01800
,,,-0.00276800000,0.67200,0.02000
,,,-0.00276600000,0.65600,0.01800
,,,-0.00276400031,0.65600,0.01600
,,,-0.00276200031,0.64000,0.01800
,,,-0.00276000031,0.65600,0.01000
,,,-0.00275800031,0.64800,0.01600
,,,-0.00275600031,0.64800,0.00600
,,,-0.00275400031,0.66400,0.00800
,,,-0.00275200031,0.64800,0.00800
,,,-0.00275000031,0.64000,0.01000
,,,-0.00274800031,0.62400,0.02000
,,,-0.00274600031,0.64800,0.01200
,,,-0.00274400031,0.63200,0.01800
,,,-0.00274200031,0.64000,0.00800
,,,-0.00274000000,0.60000,0.02000
,,,-0.00273800000,0.63200,0.00800
,,,-0.00273600000,0.61600,0.02200
,,,-0.00273400000,0.60800,0.00800
,,,-0.00273200000,0.58400,0.03200
,,,-0.00273000000,0.60000,0.01200
,,,-0.00272800000,0.68800,0.02600
,,,-0.00272600000,0.65600,0.01200
,,,-0.00272400031,0.64800,0.02200
,,,-0.00272200031,0.63200,0.01800
,,,-0.00272000031,0.62400,0.02200
,,,-0.00271800031,0.61600,0.01800
,,,-0.00271600031,0.61600,0.01200
,,,-0.00271400031,0.64000,0.01000
,,,-0.00271200031,0.63200,0.01200
,,,-0.00271000000,0.64800,0.01000
,,,-0.00270800000,0.62400,0.01200
,,,-0.00270600000,0.63200,0.01400
,,,-0.00270400031,0.64000,0.00600
,,,-0.00270200031,0.64000,0.01600
,,,-0.00270000000,0.62400,0.01000
,,,-0.00269800000,0.63200,0.02000
,,,-0.00269600000,0.63200,0.01400
,,,-0.00269400000,0.62400,0.01000
,,,-0.00269200000,0.63200,0.01800
,,,-0.00269000000,0.65600,0.00600
,,,-0.00268800000,0.66400,0.02200
,,,-0.00268600000,0.67200,0.00600
,,,-0.00268400031,0.65600,0.01800
,,,-0.00268200031,0.66400,0.01600
,,,-0.00268000000,0.65600,0.02400
,,,-0.00267800000,0.66400,0.00600
,,,-0.00267600000,0.66400,0.02600
,,,-0.00267400000,0.64800,0.01000
,,,-0.00267200000,0.64800,0.02000
,,,-0.00267000000,0.65600,0.00600
,,,-0.00266800000,0.65600,0.02200
,,,-0.00266600000,0.64000,0.01200
,,,-0.00266400031,0.66400,0.02600
,,,-0.00266200031,0.68800,0.02000
,,,-0.00266000031,0.71200,0.02800
,,,-0.00265800031,0.73600,0.02400
,,,-0.00265600031,0.69600,0.02800
,,,-0.00265400031,0.68800,0.02200
,,,-0.00265200031,0.68000,0.03200
,,,-0.00265000000,0.68800,0.03200
,,,-0.00264800000,0.66400,0.02400
,,,-0.00264600000,0.67200,0.01200
,,,-0.00264400031,0.66400,0.03200
,,,-0.00264200031,0.67200,0.02200
,,,-0.00264000000,0.67200,0.02400
,,,-0.00263800000,0.68800,0.01400
,,,-0.00263600000,0.67200,0.02800
,,,-0.00263400000,0.67200,0.01600
,,,-0.00263200000,0.64800,0.01800
,,,-0.00263000000,0.66400,0.01200
,,,-0.00262800000,0.67200,0.01400
,,,-0.00262600000,0.64000,0.01400
,,,-0.00262400031,0.64800,0.01000
,,,-0.00262200031,0.67200,0.01800
,,,-0.00262000016,0.66400,0.00200
,,,-0.00261800016,0.62400,0.01800
,,,-0.00261600016,0.64800,0.01400
,,,-0.00261400016,0.67200,0.01800
,,,-0.00261200016,0.65600,0.01200
,,,-0.00261000016,0.64800,0.01600
,,,-0.00260800000,0.64800,0.01600
,,,-0.00260600000,0.62400,0.01400
,,,-0.00260400031,0.62400,0.01200
,,,-0.00260200031,0.63200,0.01600
,,,-0.00260000031,0.61600,0.01000
,,,-0.00259800016,0.62400,0.01000
,,,-0.00259600016,0.61600,0.01200
,,,-0.00259400016,0.62400,0.00200
,,,-0.00259200016,0.61600,0.01200
,,,-0.00259000016,0.61600,0.01200
,,,-0.00258800016,0.63200,0.01600
,,,-0.00258600016,0.60800,0.01800
,,,-0.00258400031,0.60800,0.01200
,,,-0.00258200031,0.61600,0.01600
,,,-0.00258000016,0.61600,0.00600
,,,-0.00257800000,0.60000,0.01800
,,,-0.00257600000,0.60000,0.00600
,,,-0.00257400000,0.59200,0.01400
,,,-0.00257200000,0.60000,0.01200
,,,-0.00257000000,0.58400,0.02600
,,,-0.00256800000,0.60000,0.01200
,,,-0.00256600000,0.57600,0.01800
,,,-0.00256400016,0.58400,0.00400
,,,-0.00256200016,0.58400,0.01400
,,,-0.00256000016,0.59200,0.00800
,,,-0.00255800016,0.57600,0.02000
,,,-0.00255600016,0.53600,0.00600
,,,-0.00255400016,0.55200,0.01200
,,,-0.00255200016,0.59200,0.01400
,,,-0.00255000016,0.60800,0.01200
,,,-0.00254800000,0.59200,-0.00400
,,,-0.00254600000,0.59200,0.01600
,,,-0.00254400031,0.58400,0.01000
,,,-0.00254200031,0.57600,0.01200
,,,-0.00254000031,0.57600,0.01600
,,,-0.00253800016,0.56800,0.01000
,,,-0.00253600016,0.56000,0.01800
,,,-0.00253400016,0.56800,0.00800
,,,-0.00253200016,0.56800,0.01200
,,,-0.00253000016,0.57600,0.00600
,,,-0.00252800016,0.56000,0.01200
,,,-0.00252600016,0.56800,0.00400
,,,-0.00252400031,0.56800,0.01400
,,,-0.00252200031,0.56000,0.00800
,,,-0.00252000016,0.56800,0.00800
,,,-0.00251800016,0.56800,0.01600
,,,-0.00251600000,0.53600,0.01400
,,,-0.00251400000,0.55200,0.00800
,,,-0.00251200000,0.55200,0.00400
,,,-0.00251000000,0.54400,0.01000
,,,-0.00250800000,0.56000,0.00600
,,,-0.00250600000,0.55200,0.01200
,,,-0.00250400016,0.53600,0.00200
,,,-0.00250200016,0.52000,0.00600
,,,-0.00250000016,0.52800,0.00
,,,-0.00249800016,0.52800,0.01000
,,,-0.00249600016,0.55200,-0.00200
,,,-0.00249400016,0.52000,0.00600
,,,-0.00249200016,0.54400,0.00600
,,,-0.00249000016,0.52000,0.00600
,,,-0.00248800016,0.55200,0.01200
,,,-0.00248600000,0.52000,0.01000
,,,-0.00248400031,0.53600,0.01000
,,,-0.00248200031,0.52000,0.00800
,,,-0.00248000031,0.52800,0.01000
,,,-0.00247800031,0.52000,0.00200
,,,-0.00247600016,0.53600,0.00600
,,,-0.00247400016,0.51200,0.00200
,,,-0.00247200016,0.52800,0.01400
,,,-0.00247000016,0.52000,0.00600
,,,-0.00246800016,0.51200,0.00
,,,-0.00246600016,0.52000,0.00800
,,,-0.00246400031,0.51200,0.00400
,,,-0.00246200031,0.48800,0.01200
,,,-0.00246000016,0.50400,0.00800
,,,-0.00245800016,0.48800,0.01600
,,,-0.00245600000,0.49600,0.00400
,,,-0.00245400000,0.48000,0.02200
,,,-0.00245200000,0.50400,0.00600
,,,-0.00245000000,0.48000,0.02000
,,,-0.00244800000,0.48000,0.01200
,,,-0.00244600000,0.47200,0.01000
,,,-0.00244400016,0.47200,0.00600
,,,-0.00244200016,0.48000,0.00600
,,,-0.00244000016,0.48800,0.00800
,,,-0.00243800016,0.48000,0.01000
,,,-0.00243600016,0.48000,0.00
,,,-0.00243400016,0.46400,0.01000
,,,-0.00243200016,0.48800,0.00400
,,,-0.00243000016,0.47200,0.01000
,,,-0.00242800016,0.47200,0.00400
,,,-0.00242600016,0.47200,0.01000
,,,-0.00242400031,0.47200,0.00
,,,-0.00242200031,0.45600,0.00600
,,,-0.00242000031,0.46400,0.00600
,,,-0.00241800031,0.45600,0.00800
,,,-0.00241600031,0.47200,0.00
,,,-0.00241400016,0.44800,0.00400
,,,-0.00241200016,0.48000,0.00
,,,-0.00241000016,0.46400,0.00
,,,-0.00240800016,0.45600,0.00200
,,,-0.00240600016,0.47200,0.00600
,,,-0.00240400031,0.47200,0.00200
,,,-0.00240200031,0.45600,0.00200
,,,-0.00240000016,0.46400,0.00
,,,-0.00239800016,0.46400,0.00400
,,,-0.00239600016,0.47200,0.00200
,,,-0.00239400000,0.46400,0.00200
,,,-0.00239200000,0.46400,0.00200
,,,-0.00239000000,0.44800,0.00600
,,,-0.00238800000,0.46400,0.00
,,,-0.00238600000,0.44800,0.01400
,,,-0.00238400016,0.45600,0.00
,,,-0.00238200016,0.43200,0.01600
,,,-0.00238000016,0.44800,0.00200
,,,-0.00237800016,0.43200,0.00800
,,,-0.00237600016,0.43200,-0.01600
,,,-0.00237400016,0.44800,0.00800
,,,-0.00237200016,0.42400,0.00600
,,,-0.00237000016,0.44000,0.01000
,,,-0.00236800016,0.44000,0.00
,,,-0.00236600016,0.43200,0.01600
,,,-0.00236400031,0.42400,0.00400
,,,-0.00236200031,0.42400,0.01200
,,,-0.00236000000,0.43200,-0.00400
,,,-0.00235800000,0.42400,0.01600
,,,-0.00235600000,0.43200,0.00800
,,,-0.00235400000,0.41600,0.00600
,,,-0.00235200000,0.42400,0.00200
,,,-0.00235000000,0.41600,0.01200
,,,-0.00234800000,0.41600,-0.00200
,,,-0.00234600000,0.41600,0.00
,,,-0.00234400016,0.41600,0.00400
,,,-0.00234200016,0.36800,0.00200
,,,-0.00234000016,0.37600,0.00200
,,,-0.00233800016,0.41600,0.00800
,,,-0.00233600016,0.43200,-0.00400
,,,-0.00233400000,0.43200,0.00200
,,,-0.00233200000,0.42400,0.00200
,,,-0.00233000000,0.42400,0.00200
,,,-0.00232800000,0.42400,-0.00800
,,,-0.00232600000,0.40800,0.00400
,,,-0.00232400016,0.42400,-0.01000
,,,-0.00232200016,0.40800,0.00600
,,,-0.00232000016,0.41600,-0.00400
,,,-0.00231800016,0.41600,0.01600
,,,-0.00231600016,0.40800,0.00
,,,-0.00231400016,0.38400,0.01400
,,,-0.00231200016,0.40000,-0.00200
,,,-0.00231000016,0.39200,0.00600
,,,-0.00230800016,0.40000,0.00400
,,,-0.00230600016,0.38400,0.01000
,,,-0.00230400031,0.37600,0.00600
,,,-0.00230200031,0.39200,0.00800
,,,-0.00230000000,0.38400,0.00800
,,,-0.00229800000,0.40000,0.00200
,,,-0.00229600000,0.37600,0.01200
,,,-0.00229400000,0.38400,0.01200
,,,-0.00229200000,0.37600,0.00200
,,,-0.00229000000,0.38400,0.00600
,,,-0.00228800000,0.37600,0.01000
,,,-0.00228600000,0.38400,0.00800
,,,-0.00228400016,0.36800,0.00600
,,,-0.00228200016,0.38400,0.00200
,,,-0.00228000016,0.37600,0.00200
,,,-0.00227800016,0.37600,0.01000
,,,-0.00227600016,0.37600,0.00200
,,,-0.00227400016,0.38400,0.00400
,,,-0.00227200000,0.36800,-0.00200
,,,-0.00227000000,0.36000,0.01000
,,,-0.00226800000,0.39200,-0.00200
,,,-0.00226600000,0.37600,0.01200
,,,-0.00226400031,0.36800,-0.01000
,,,-0.00226200016,0.33600,0.00600
,,,-0.00226000016,0.37600,-0.00400
,,,-0.00225800016,0.36800,0.00600
,,,-0.00225600016,0.37600,-0.01000
,,,-0.00225400016,0.36000,0.00200
,,,-0.00225200016,0.37600,-0.00400
,,,-0.00225000016,0.36000,-0.01200
,,,-0.00224800016,0.37600,-0.00800
,,,-0.00224600016,0.36000,-0.00200
,,,-0.00224400031,0.37600,-0.01000
,,,-0.00224200031,0.35200,0.00
,,,-0.00224000000,0.36000,-0.00800
,,,-0.00223800000,0.35200,0.00
,,,-0.00223600000,0.32800,-0.00400
,,,-0.00223400000,0.32000,0.00400
,,,-0.00223200000,0.31200,-0.01000
,,,-0.00223000000,0.36000,0.00200
,,,-0.00222800000,0.36800,0.01000
,,,-0.00222600000,0.36800,0.00600
,,,-0.00222400016,0.35200,0.00400
,,,-0.00222200016,0.36000,0.00
,,,-0.00222000016,0.34400,0.00400
,,,-0.00221800016,0.35200,0.00600
,,,-0.00221600016,0.34400,0.00200
,,,-0.00221400016,0.35200,0.00800
,,,-0.00221200016,0.33600,0.00400
,,,-0.00221000000,0.33600,0.00400
,,,-0.00220800000,0.32800,0.00200
,,,-0.00220600000,0.33600,0.00
,,,-0.00220400031,0.34400,-0.00200
,,,-0.00220200031,0.33600,0.00600
,,,-0.00220000016,0.34400,-0.01000
,,,-0.00219800016,0.34400,0.00200
,,,-0.00219600016,0.33600,-0.00800
,,,-0.00219400016,0.32800,0.00400
,,,-0.00219200016,0.33600,0.00200
,,,-0.00219000016,0.32800,-0.00400
,,,-0.00218800016,0.33600,-0.00400
,,,-0.00218600016,0.32800,-0.00800
,,,-0.00218400031,0.33600,-0.01200
,,,-0.00218200031,0.32800,0.00
,,,-0.00218000000,0.33600,-0.01400
,,,-0.00217800000,0.30400,0.00
,,,-0.00217600000,0.30400,-0.01200
,,,-0.00217400000,0.28000,-0.01200
,,,-0.00217200000,0.34400,0.00400
,,,-0.00217000000,0.35200,0.00600
,,,-0.00216800000,0.35200,0.00600
,,,-0.00216600000,0.32800,0.00800
,,,-0.00216400016,0.32000,-0.00400
,,,-0.00216200016,0.32000,0.01000
,,,-0.00216000016,0.31200,-0.01400
,,,-0.00215800016,0.32800,0.01000
,,,-0.00215600016,0.30400,-0.00400
,,,-0.00215400016,0.32000,-0.00400
,,,-0.00215200016,0.31200,-0.00400
,,,-0.00215000000,0.32000,-0.00800
,,,-0.00214800000,0.31200,0.00200
,,,-0.00214600000,0.32000,-0.01000
,,,-0.00214400031,0.31200,-0.00200
,,,-0.00214200031,0.31200,-0.00800
,,,-0.00214000016,0.29600,0.00200
,,,-0.00213800016,0.32000,-0.00200
,,,-0.00213600016,0.30400,-0.00200
,,,-0.00213400016,0.31200,-0.00800
,,,-0.00213200016,0.30400,0.00200
,,,-0.00213000016,0.32000,-0.00400
,,,-0.00212800016,0.30400,-0.00800
,,,-0.00212600016,0.29600,-0.00400
,,,-0.00212400031,0.30400,-0.01000
,,,-0.00212200031,0.29600,-0.00200
,,,-0.00212000000,0.29600,-0.01000
,,,-0.00211800000,0.30400,0.00
,,,-0.00211600000,0.28800,-0.00800
,,,-0.00211400000,0.30400,-0.00800
,,,-0.00211200000,0.28800,-0.00800
,,,-0.00211000000,0.32000,-0.00200
,,,-0.00210800000,0.29600,-0.00800
,,,-0.00210600000,0.30400,-0.00800
,,,-0.00210400016,0.29600,-0.00800
,,,-0.00210200016,0.32000,-0.00800
,,,-0.00210000016,0.31200,-0.01200
,,,-0.00209800016,0.29600,-0.00400
,,,-0.00209600016,0.30400,-0.00800
,,,-0.00209400016,0.31200,-0.01000
,,,-0.00209200016,0.28800,0.00
,,,-0.00209000016,0.27200,-0.00800
,,,-0.00208800000,0.24000,0.00
,,,-0.00208600000,0.25600,-0.01800
,,,-0.00208400031,0.31200,0.00800
,,,-0.00208200031,0.32800,-0.01200
,,,-0.00208000031,0.30400,-0.00200
,,,-0.00207800016,0.29600,-0.01400
,,,-0.00207600016,0.28000,0.00800
,,,-0.00207400016,0.29600,-0.01000
,,,-0.00207200016,0.28000,0.00
,,,-0.00207000016,0.28800,0.00
,,,-0.00206800016,0.26400,0.00800
,,,-0.00206600016,0.28000,-0.00800
,,,-0.00206400031,0.26400,0.00200
,,,-0.00206200031,0.28000,0.00200
,,,-0.00206000016,0.26400,-0.01000
,,,-0.00205800000,0.28000,-0.01000
,,,-0.00205600000,0.27200,-0.01200
,,,-0.00205400000,0.28000,-0.00400
,,,-0.00205200000,0.28000,-0.01200
,,,-0.00205000000,0.28000,0.00400
,,,-0.00204800000,0.28000,-0.01000
,,,-0.00204600000,0.27200,0.00200
,,,-0.00204400016,0.26400,-0.02000
,,,-0.00204200016,0.27200,-0.00200
,,,-0.00204000016,0.26400,-0.00200
,,,-0.00203800016,0.27200,0.00400
,,,-0.00203600016,0.26400,0.00400
,,,-0.00203400016,0.28800,-0.00800
,,,-0.00203200016,0.27200,-0.01000
,,,-0.00203000016,0.28800,-0.01800
,,,-0.00202800000,0.28000,-0.01400
,,,-0.00202600000,0.28000,-0.02000
,,,-0.00202400031,0.28000,-0.01400
,,,-0.00202200031,0.28800,-0.01800
,,,-0.00202000031,0.28000,-0.00400
,,,-0.00201800016,0.28000,-0.01600
,,,-0.00201600016,0.26400,-0.01200
,,,-0.00201400016,0.28800,-0.02200
,,,-0.00201200016,0.27200,0.00
,,,-0.00201000016,0.27200,-0.01400
,,,-0.00200800016,0.26400,-0.00800
,,,-0.00200600016,0.27200,-0.01200
,,,-0.00200400031,0.27200,-0.01400
,,,-0.00200200031,0.27200,-0.01000
,,,-0.00200000016,0.24800,-0.00800
,,,-0.00199800016,0.27200,-0.00200
,,,-0.00199600000,0.24000,-0.01400
,,,-0.00199400000,0.27200,-0.00800
,,,-0.00199200000,0.25600,-0.00800
,,,-0.00199000000,0.26400,-0.01000
,,,-0.00198800000,0.24800,-0.00800
,,,-0.00198600000,0.26400,-0.00800
,,,-0.00198400016,0.24800,-0.00800
,,,-0.00198200016,0.25600,-0.00800
,,,-0.00198000016,0.24000,-0.00400
,,,-0.00197800016,0.25600,-0.00800
,,,-0.00197600016,0.23200,-0.00800
,,,-0.00197400016,0.24000,0.00
,,,-0.00197200016,0.24000,0.00200
,,,-0.00197000016,0.25600,-0.00800
,,,-0.00196800016,0.24800,-0.01000
,,,-0.00196600000,0.24800,-0.00800
,,,-0.00196400031,0.24000,-0.00400
,,,-0.00196200031,0.25600,-0.00800
,,,-0.00196000000,0.24800,-0.00800
,,,-0.00195800000,0.25600,-0.01200
,,,-0.00195600000,0.24800,-0.02200
,,,-0.00195400000,0.25600,-0.01600
,,,-0.00195200013,0.24800,-0.02000
,,,-0.00195000013,0.25600,-0.01800
,,,-0.00194800000,0.25600,-0.02600
,,,-0.00194600000,0.25600,-0.02000
,,,-0.00194400000,0.25600,-0.01600
,,,-0.00194200000,0.25600,-0.01200
,,,-0.00194000013,0.24800,-0.01200
,,,-0.00193800013,0.24800,-0.01400
,,,-0.00193600013,0.24000,-0.02000
,,,-0.00193400000,0.26400,-0.02200
,,,-0.00193200013,0.24000,-0.01000
,,,-0.00193000013,0.25600,-0.02400
,,,-0.00192800013,0.22400,-0.00800
,,,-0.00192600013,0.24000,-0.01800
,,,-0.00192400013,0.24000,-0.01200
,,,-0.00192200013,0.24800,-0.01400
,,,-0.00192000013,0.23200,-0.00800
,,,-0.00191800013,0.24000,-0.02200
,,,-0.00191600013,0.24000,-0.00400
,,,-0.00191400013,0.23200,-0.01200
,,,-0.00191200025,0.23200,0.00200
,,,-0.00191000025,0.24000,-0.00800
,,,-0.00190800025,0.22400,-0.00200
,,,-0.00190600025,0.22400,-0.01800
,,,-0.00190400013,0.22400,-0.00400
,,,-0.00190200013,0.23200,-0.01200
,,,-0.00190000013,0.22400,-0.01200
,,,-0.00189800013,0.22400,-0.00200
,,,-0.00189600013,0.21600,-0.01000
,,,-0.00189400013,0.21600,-0.00400
,,,-0.00189200025,0.21600,-0.01600
,,,-0.00189000025,0.22400,-0.01000
,,,-0.00188800013,0.21600,-0.01000
,,,-0.00188600013,0.20800,-0.01800
,,,-0.00188400013,0.21600,-0.01400
,,,-0.00188200013,0.20800,-0.01400
,,,-0.00188000013,0.22400,-0.01400
,,,-0.00187800013,0.20800,-0.00800
,,,-0.00187600013,0.21600,-0.01200
,,,-0.00187400013,0.20800,-0.01200
,,,-0.00187200013,0.23200,-0.01200
,,,-0.00187000013,0.20000,-0.01400
,,,-0.00186800013,0.23200,-0.01400
,,,-0.00186600013,0.20800,-0.00800
,,,-0.00186400013,0.23200,-0.02400
,,,-0.00186200013,0.21600,-0.01800
,,,-0.00186000013,0.23200,-0.02000
,,,-0.00185800000,0.20000,-0.01600
,,,-0.00185600000,0.23200,-0.03000
,,,-0.00185400000,0.21600,-0.01200
,,,-0.00185200013,0.23200,-0.02000
,,,-0.00185000013,0.69600,0.02800
,,,-0.00184800013,0.69600,0.00800
,,,-0.00184600013,0.68000,0.02400
,,,-0.00184400013,0.66400,0.00800
,,,-0.00184200000,0.66400,0.01800
,,,-0.00184000013,0.66400,0.02000
,,,-0.00183800013,0.67200,0.01800
,,,-0.00183600013,0.67200,0.02200
,,,-0.00183400013,0.67200,0.01600
,,,-0.00183200025,0.65600,0.02000
,,,-0.00183000025,0.66400,0.01000
,,,-0.00182800013,0.67200,0.03200
,,,-0.00182600013,0.65600,0.02600
,,,-0.00182400013,0.66400,0.03000
,,,-0.00182200013,0.68800,0.01800
,,,-0.00182000013,0.69600,0.02800
,,,-0.00181800013,0.70400,0.02000
,,,-0.00181600013,0.68800,0.03000
,,,-0.00181400013,0.68800,0.01400
,,,-0.00181200013,0.66400,0.03600
,,,-0.00181000013,0.66400,0.01600
,,,-0.00180800013,0.64800,0.02400
,,,-0.00180600013,0.64800,0.02400
,,,-0.00180400013,0.63200,0.02200
,,,-0.00180200013,0.67200,0.02800
,,,-0.00180000013,0.66400,0.02400
,,,-0.00179800013,0.66400,0.02600
,,,-0.00179600000,0.64000,0.01600
,,,-0.00179400000,0.64000,0.02800
,,,-0.00179200013,0.63200,0.02600
,,,-0.00179000013,0.64000,0.02600
,,,-0.00178800013,0.65600,0.01800
,,,-0.00178600013,0.63200,0.02000
,,,-0.00178400013,0.64800,0.01800
,,,-0.00178200013,0.61600,0.02400
,,,-0.00178000013,0.63200,0.02400
,,,-0.00177800013,0.62400,0.01800
,,,-0.00177600013,0.63200,0.02000
,,,-0.00177400013,0.63200,0.01600
,,,-0.00177200025,0.64000,0.01400
,,,-0.00177000025,0.62400,0.01000
,,,-0.00176800025,0.63200,0.01200
,,,-0.00176600013,0.61600,0.00800
,,,-0.00176400013,0.62400,0.01600
,,,-0.00176200013,0.60800,0.01200
,,,-0.00176000013,0.63200,0.01800
,,,-0.00175800013,0.61600,0.01600
,,,-0.00175600013,0.63200,0.01200
,,,-0.00175400013,0.60800,0.01600
,,,-0.00175200013,0.60800,-0.00200
,,,-0.00175000013,0.60800,0.01800
,,,-0.00174800013,0.61600,0.01200
,,,-0.00174600013,0.60800,0.01600
,,,-0.00174400013,0.60000,0.01600
,,,-0.00174200013,0.60000,0.01600
,,,-0.00174000013,0.59200,0.01000
,,,-0.00173800013,0.60000,0.01200
,,,-0.00173600013,0.59200,0.01200
,,,-0.00173400000,0.60000,-0.00400
,,,-0.00173200013,0.60000,0.01800
,,,-0.00173000013,0.60800,0.00
,,,-0.00172800013,0.58400,0.02000
,,,-0.00172600013,0.57600,0.00
,,,-0.00172400013,0.56800,0.01200
,,,-0.00172200013,0.59200,0.00600
,,,-0.00172000000,0.57600,0.02200
,,,-0.00171800000,0.60000,0.01600
,,,-0.00171600000,0.57600,0.01200
,,,-0.00171400000,0.57600,0.01200
,,,-0.00171200013,0.57600,0.01400
,,,-0.00171000013,0.56000,0.02000
,,,-0.00170800013,0.59200,0.01200
,,,-0.00170600013,0.56000,0.00800
,,,-0.00170400000,0.56800,0.00800
,,,-0.00170200000,0.54400,0.01800
,,,-0.00170000013,0.56000,0.01000
,,,-0.00169800013,0.52800,0.02400
,,,-0.00169600013,0.52800,0.01000
,,,-0.00169400013,0.56000,0.01600
,,,-0.00169200025,0.56800,0.01200
,,,-0.00169000013,0.55200,0.01400
,,,-0.00168800013,0.56000,0.01400
,,,-0.00168600013,0.54400,0.01200
,,,-0.00168400013,0.53600,0.01400
,,,-0.00168200013,0.54400,0.01600
,,,-0.00168000013,0.55200,0.01600
,,,-0.00167800013,0.53600,0.01000
,,,-0.00167600013,0.55200,0.01200
,,,-0.00167400000,0.55200,0.01200
,,,-0.00167200013,0.54400,0.01800
,,,-0.00167000013,0.52000,0.01000
,,,-0.00166800013,0.54400,0.01200
,,,-0.00166600013,0.57600,0.00800
,,,-0.00166400013,0.53600,0.00
,,,-0.00166200013,0.55200,0.03000
,,,-0.00166000013,0.52800,0.00200
,,,-0.00165800000,0.53600,0.01200
,,,-0.00165600000,0.54400,0.00600
,,,-0.00165400000,0.54400,0.01400
,,,-0.00165200013,0.51200,0.00
,,,-0.00165000013,0.53600,0.00600
,,,-0.00164800013,0.51200,0.00400
,,,-0.00164600013,0.53600,0.01000
,,,-0.00164400000,0.52000,0.00400
,,,-0.00164200000,0.51200,0.00800
,,,-0.00164000013,0.51200,0.00400
,,,-0.00163800013,0.51200,0.00600
,,,-0.00163600013,0.52000,0.01000
,,,-0.00163400013,0.48000,0.01600
,,,-0.00163200025,0.48800,0.00400
,,,-0.00163000025,0.48000,0.01200
,,,-0.00162800013,0.46400,0.01600
,,,-0.00162600013,0.48000,0.01000
,,,-0.00162400013,0.52800,0.01800
,,,-0.00162200013,0.51200,0.00800
,,,-0.00162000013,0.49600,0.01000
,,,-0.00161800013,0.48000,0.00600
,,,-0.00161600013,0.50400,0.00400
,,,-0.00161400013,0.48000,0.00600
,,,-0.00161200013,0.49600,0.00400
,,,-0.00161000013,0.48000,0.01200
,,,-0.00160800013,0.48800,0.00
,,,-0.00160600013,0.48000,0.00800
,,,-0.00160400013,0.48800,0.01000
,,,-0.00160200013,0.47200,0.00800
,,,-0.00160000013,0.49600,0.00200
,,,-0.00159800000,0.48000,0.01400
,,,-0.00159600000,0.48800,0.00200
,,,-0.00159400000,0.48000,0.02000
,,,-0.00159200013,0.46400,0.00600
,,,-0.00159000013,0.45600,0.01000
,,,-0.00158800013,0.47200,0.00400
,,,-0.00158600013,0.45600,0.00800
,,,-0.00158400013,0.45600,-0.00200
,,,-0.00158200000,0.46400,0.00400
,,,-0.00158000013,0.47200,0.01000
,,,-0.00157800013,0.44800,0.00400
,,,-0.00157600013,0.46400,0.01200
,,,-0.00157400013,0.45600,0.00600
,,,-0.00157200025,0.45600,0.01200
,,,-0.00157000025,0.45600,0.00200
,,,-0.00156800013,0.44800,0.00800
,,,-0.00156600013,0.44800,0.00600
,,,-0.00156400013,0.44000,0.00800
,,,-0.00156200013,0.44800,0.00600
,,,-0.00156000013,0.44000,0.00400
,,,-0.00155800013,0.43200,0.01000
,,,-0.00155600013,0.43200,0.01000
,,,-0.00155400013,0.44000,0.01200
,,,-0.00155200013,0.44000,0.00600
,,,-0.00155000013,0.44800,0.01200
,,,-0.00154800013,0.44000,0.00200
,,,-0.00154600013,0.44800,0.03200
,,,-0.00154400013,0.44800,0.00400
,,,-0.00154200013,0.44000,0.00800
,,,-0.00154000013,0.44000,0.00800
,,,-0.00153800013,0.42400,0.00600
,,,-0.00153600000,0.44000,0.00
,,,-0.00153400000,0.44800,0.00600
,,,-0.00153200013,0.44000,0.00800
,,,-0.00153000013,0.41600,0.00
,,,-0.00152800013,0.44000,-0.00200
,,,-0.00152600013,0.43200,0.00400
,,,-0.00152400013,0.44000,0.00400
,,,-0.00152200013,0.42400,0.00
,,,-0.00152000000,0.44000,0.00400
,,,-0.00151800000,0.41600,0.00600
,,,-0.00151600000,0.44000,0.00
,,,-0.00151400000,0.41600,0.01400
,,,-0.00151200013,0.43200,0.00400
,,,-0.00151000013,0.40800,0.01000
,,,-0.00150800013,0.42400,0.01000
,,,-0.00150600000,0.41600,0.01400
,,,-0.00150400000,0.41600,0.00
,,,-0.00150200000,0.41600,0.01200
,,,-0.00150000013,0.40800,0.00
,,,-0.00149800013,0.40800,0.01400
,,,-0.00149600013,0.40800,0.00200
