40,30.75,1.1,29.65,0,0,0,0,0
41,30.99,1.34,29.65,0,0,0,0,0
42,31,1.34,29.67,0,0,0,0,0
43,31.01,1.34,29.68,0,0,0,0,0
44,31.47,1.81,29.67,0,0,0,0,0
45,31.01,1.34,29.68,0,0,0,0,0
46,31.25,1.57,29.68,0,0,0,0,0
47,31.01,1.34,29.68,0,0,0,0,0
48,31.24,1.57,29.67,0,0,0,0,0
49,31.24,1.57,29.67,0,0,0,0,0
50,31.25,1.57,29.68,0,0,0,0,0
51,31.01,1.34,29.68,0,0,0,0,0
52,31.25,1.57,29.68,0,0,0,0,0
53,31.05,1.34,29.72,0,0,0,0,0
54,31.28,1.57,29.7,0,0,0,0,0
55,31.24,1.57,29.67,0,0,0,0,0
56,31.25,1.57,29.68,0,0,0,0,0
57,31.25,1.57,29.68,0,0,0,0,0
58,31.3,1.57,29.73,0,0,0,0,0
59,31.26,1.57,29.69,0,0,0,0,0
60,31.52,1.81,29.72,0,0,0,0,0
61,31.73,2.04,29.69,0,0,0,0,0
62,31.01,1.34,29.68,0,0,0,0,0
63,31.5,1.81,29.69,0,0,0,0,0
64,31.47,1.81,29.67,0,0,0,0,0
65,31.76,2.04,29.72,0,0,0,0,0
66,31.25,1.57,29.68,0,0,0,0,0
67,31.73,2.04,29.69,0,0,0,0,0
68,31.5,1.81,29.69,0,0,0,0,0
69,31.29,1.57,29.72,0,0,0,0,0
70,31.75,2.04,29.7,0,0,0,0,0
71,31.29,1.57,29.72,0,0,0,0,0
72,31.26,1.57,29.69,0,0,0,0,0
73,31.3,1.57,29.73,0,0,0,0,0
74,31.54,1.81,29.73,0,0,0,0,0
75,31.54,1.81,29.73,0,0,0,0,0
76,31.54,1.81,29.73,0,0,0,0,0
77,31.56,1.81,29.76,0,0,0,0,0
78,31.31,1.57,29.74,0,0,0,0,0
79,31.8,2.04,29.76,0,0,0,0,0
80,31.75,2.04,29.7,0,0,0,0,0
81,31.8,2.04,29.76,0,0,0,0,0
82,31.52,1.81,29.72,0,0,0,0,0
83,31.54,1.81,29.73,0,0,0,0,0
84,31.77,2.04,29.73,0,0,0,0,0
85,31.55,1.81,29.74,0,0,0,0,0
86,31.51,1.81,29.7,0,0,0,0,0
87,32.04,2.28,29.76,0,0,0,0,0
88,31.79,2.04,29.74,0,0,0,0,0
89,32,2.28,29.72,0,0,0,0,0
90,31.8,2.04,29.76,0,0,0,0,0
91,32.26,2.52,29.74,0,0,0,0,0
92,31.81,2.04,29.77,0,0,0,0,0
93,31.8,2.04,29.76,0,0,0,0,0
94,32,2.28,29.72,0,0,0,0,0
95,31.79,2.04,29.74,200,0.33,0.17,0.17,32.12
96,32.25,2.52,29.73,200,0.21,0.11,0.11,32.45
97,32,2.28,29.72,200,0.79,0.4,0.4,32.79
98,31.8,2.04,29.76,200,1.32,0.67,0.67,33.12
99,32.25,2.52,29.73,200,1.21,0.61,0.61,33.45
100,32.02,2.28,29.74,200,1.76,0.9,0.8999999999999999,33.79
101,32.02,2.28,29.74,200,2.1,1.07,1.07,34.12
102,32.04,2.28,29.76,200,2.42,1.24,1.24,34.45
103,32.26,2.52,29.74,200,2.53,1.3,1.3,34.79
104,32.25,2.52,29.73,200,2.87,1.48,1.48,35.12
105,32.26,2.52,29.74,200,3.19,1.65,1.65,35.45
106,32.72,2.99,29.73,200,3.07,1.6,1.6,35.79
107,32.72,2.99,29.73,200,3.4,1.77,1.77,36.12
108,32.72,2.99,29.73,200,3.74,1.95,1.95,36.45
109,32.7,2.99,29.72,200,4.08,2.13,2.13,36.79
110,32.94,3.22,29.72,200,4.18,2.19,2.19,37.12
111,33.19,3.46,29.73,200,4.26,2.25,2.25,37.45
112,32.48,2.75,29.73,200,5.3,2.78,2.78,37.79
113,32.73,2.99,29.74,200,5.39,2.84,2.84,38.12
114,32.74,2.99,29.76,200,5.71,3.02,3.02,38.45
115,32.97,3.22,29.74,200,5.82,3.09,3.09,38.79
116,32.74,2.99,29.76,200,6.38,3.39,3.39,39.12
117,32.95,3.22,29.73,200,6.5,3.47,3.47,39.45
118,32.51,2.75,29.76,200,7.28,3.88,3.88,39.79
119,32.97,3.22,29.74,200,7.15,3.84,3.84,40.12
120,32.73,2.99,29.74,200,7.72,4.15,4.15,40.45
121,32.73,2.99,29.74,200,8.06,4.34,4.34,40.79
122,32.97,3.22,29.74,200,8.15,4.41,4.41,41.12
123,32.94,3.22,29.72,200,8.51,4.61,4.61,41.45
124,33.44,3.7,29.74,200,8.35,4.56,4.56,41.79
125,33.19,3.46,29.73,200,8.93,4.87,4.87,42.12
126,32.74,2.99,29.76,200,9.710000000000001,5.29,5.29,42.45
127,32.94,3.22,29.72,200,9.84,5.39,5.390000000000001,42.79
