   0, 2061
   1, 2061
   2, 2063
   3, 2063
   4, 2062
   5, 2063
   6, 2063
   7, 2065
   8, 2063
   9, 2064
  10, 2063
  11, 2063
  12, 2062
  13, 2062
  14, 2063
  15, 2062
  16, 2062
  17, 2062
  18, 2062
  19, 2063
  20, 2063
  21, 2062
  22, 2063
  23, 2064
  24, 2064
  25, 2065
  26, 2065
  27, 2068
  28, 2066
  29, 2068
  30, 2069
  31, 2069
  32, 2069
  33, 2069
  34, 2071
  35, 2070
  36, 2072
  37, 2070
  38, 2072
  39, 2072
  40, 2072
  41, 2073
  42, 2074
  43, 2073
  44, 2074
  45, 2076
  46, 2077
  47, 2077
  48, 2080
  49, 2080
  50, 2089
  51, 2083
  52, 2083
  53, 2085
  54, 2087
  55, 2089
  56, 2090
  57, 2092
  58, 2094
  59, 2110
  60, 2097
  61, 2097
  62, 2100
  63, 2102
  64, 2104
  65, 2106
  66, 2107
  67, 2110
  68, 2113
  69, 2113
  70, 2114
  71, 2117
  72, 2119
  73, 2120
  74, 2121
  75, 2124
  76, 2126
  77, 2127
  78, 2129
  79, 2131
  80, 2132
  81, 2133
  82, 2134
  83, 2135
  84, 2136
  85, 2137
  86, 2137
  87, 2139
  88, 2141
  89, 2141
  90, 2142
  91, 2143
  92, 2144
  93, 2145
  94, 2147
  95, 2147
  96, 2149
  97, 2149
  98, 2150
  99, 2151
 100, 2152
 101, 2152
 102, 2154
 103, 2155
 104, 2155
 105, 2156
 106, 2156
 107, 2159
 108, 2157
 109, 2159
 110, 2160
 111, 2160
 112, 2161
 113, 2161
 114, 2161
 115, 2162
 116, 2162
 117, 2163
 118, 2164
 119, 2165
 120, 2165
 121, 2166
 122, 2166
 123, 2167
 124, 2167
 125, 2169
 126, 2169
 127, 2171
 128, 2171
 129, 2172
 130, 2171
 131, 2171
 132, 2173
 133, 2173
 134, 2173
 135, 2173
 136, 2175
 137, 2176
 138, 2177
 139, 2178
 140, 2179
 141, 2179
 142, 2180
 143, 2181
 144, 2180
 145, 2182
 146, 2181
 147, 2183
 148, 2184
 149, 2184
 150, 2184
 151, 2185
 152, 2185
 153, 2187
 154, 2187
 155, 2187
 156, 2188
 157, 2189
 158, 2190
 159, 2190
 160, 2191
 161, 2192
 162, 2192
 163, 2193
 164, 2195
 165, 2196
 166, 2198
 167, 2197
 168, 2200
 169, 2200
 170, 2201
 171, 2201
 172, 2201
 173, 2203
 174, 2203
 175, 2204
 176, 2203
 177, 2206
 178, 2205
 179, 2207
 180, 2207
 181, 2207
 182, 2208
 183, 2209
 184, 2209
 185, 2211
 186, 2211
 187, 2213
 188, 2212
 189, 2213
 190, 2214
 191, 2216
 192, 2216
 193, 2217
 194, 2219
 195, 2220
 196, 2219
 197, 2221
 198, 2222
 199, 2223
 200, 2223
 201, 2223
 202, 2222
 203, 2222
 204, 2222
 205, 2223
 206, 2222
 207, 2222
