450,36.72,11.03,25.69,200,163.28,489.89,100
451,36.73,11.03,25.7,200,163.27,489.94,100
452,36.73,11.03,25.7,200,163.27,490.03,100
453,36.61,10.79,25.82,200,163.39,490.48,100
454,36.76,11.03,25.72,200,163.24,490.13,100
455,36.73,11.03,25.7,200,163.27,490.3,100
456,36.73,11.03,25.7,200,163.27,490.39,100
457,36.73,11.03,25.7,200,163.27,490.48,100
458,36.98,11.27,25.71,200,163.02,489.82,100
459,35.87,10.08,25.79,200,164.13,493.23,100
460,36.62,10.79,25.83,200,163.38,491.07,100
461,36.98,11.27,25.71,200,163.02,490.09,100
462,35.87,10.08,25.79,200,164.13,493.5,100
463,35.87,10.08,25.79,200,164.13,493.59,100
464,38.51,12.69,25.82,200,161.49,485.77,100
465,35.89,10.08,25.8,200,164.11,493.73,100
466,39,13.17,25.83,200,161,484.49,100
467,38.65,12.93,25.72,200,161.35,485.6,100
468,38.89,13.17,25.72,200,161.11,484.98,100
469,39.23,13.4,25.83,200,160.77,484.04,100
470,38.97,13.17,25.8,200,161.03,484.92,100
471,39.46,13.64,25.82,200,160.54,483.55,100
472,41.06,15.3,25.75,200,158.94,478.84,100
473,40.12,14.35,25.76,200,159.88,481.74,100
474,40.43,14.59,25.84,200,159.57,480.88,100
475,41.03,15.3,25.72,200,158.97,479.18,100
476,40.66,14.83,25.83,200,159.34,480.38,100
477,40.39,14.59,25.8,200,159.61,481.26,100
478,42.1,16.26,25.84,200,157.9,476.24,100
479,42.56,16.73,25.83,200,157.44,474.94,100
480,42.3,16.49,25.8,200,157.7,475.81,100
481,43.04,17.21,25.83,200,156.96,473.68,100
482,44.37,18.63,25.74,200,155.63,469.76,100
483,42.55,16.73,25.82,200,157.45,475.32,100
484,44.86,19.11,25.75,200,155.14,468.46,100
485,44.93,19.11,25.82,200,155.07,468.35,100
486,46.88,21.02,25.87,200,153.12,462.56,100
487,48.05,22.21,25.84,200,151.95,459.15,100
488,47.07,21.25,25.82,200,152.93,462.17,100
489,47.32,21.49,25.83,200,152.68,461.5,100
490,48.91,23.16,25.75,200,151.09,456.81,100
491,48.75,22.92,25.83,200,151.25,457.37,100
492,50.7,24.83,25.87,200,149.3,451.61,100
493,50.18,24.36,25.83,200,149.82,453.24,100
494,52.02,26.27,25.75,200,147.98,447.82,100
495,54.29,28.42,25.87,200,145.71,441.1,100
496,53.53,27.7,25.83,200,146.47,443.45,100
497,55.38,29.61,25.76,200,144.62,437.98,100
498,55.73,29.85,25.88,200,144.27,436.99,100
499,55.84,30.09,25.75,200,144.16,436.74,100
500,58.12,32.25,25.87,200,141.88,430.01,100
501,57.52,31.77,25.75,200,142.48,431.87,100
502,57.99,32.25,25.74,200,142.01,430.55,100
503,59.05,33.21,25.84,200,140.95,427.44,100
504,58.54,32.73,25.82,200,141.46,429.03,100
505,58.8,32.97,25.83,200,141.2,428.35,100
506,61.7,35.85,25.85,200,138.3,419.72,100
507,60.95,35.13,25.83,200,139.05,422.03,100
508,62.15,36.33,25.83,200,137.85,418.51,100
509,64.09999999999999,38.25,25.85,200,135.9,412.74,100
510,64.11,38.25,25.87,200,135.89,412.78,100
511,65.8,39.93,25.87,200,134.2,407.8,100
512,64.5,38.73,25.78,200,135.5,411.76,100
513,65.45,39.69,25.76,200,134.55,408.98,100
514,66.28,40.41,25.87,200,133.72,406.58,100
515,67.23,41.37,25.85,200,132.77,403.81,100
516,67.38,41.61,25.76,200,132.62,403.43,100
517,69.41,43.54,25.87,200,130.59,397.42,100
518,69.56,43.78,25.78,200,130.44,397.04,100
519,71.23999999999999,45.46,25.78,200,128.76,392.05,100
520,71.09,45.22,25.87,200,128.91,392.57,100
521,72.45,46.67,25.78,200,127.55,388.58,100
522,73.42,47.63,25.79,200,126.58,385.71,100
523,72.54000000000001,46.67,25.87,200,127.46,388.44,100
524,73.03,47.15,25.88,200,126.97,387.03,100
525,75.19,49.32,25.87,200,124.81,380.62,100
526,75.11,49.32,25.79,200,124.89,380.92,100
527,76.56,50.77,25.79,200,123.44,376.65,100
528,78.84,52.95,25.89,200,121.16,369.88,100
529,78.98,53.19,25.79,200,121.02,369.53,100
530,80.77,54.88,25.89,200,119.23,364.21,100
531,81.27,55.36,25.91,200,118.73,362.78,100
532,79.54000000000001,53.67,25.87,200,120.46,368.04,100
533,80.98999999999999,55.12,25.87,200,119.01,363.76,100
534,81.97,56.09,25.88,200,118.03,360.88,100
535,85.28,59.48,25.8,200,114.72,351.01,100
536,85.36,59.48,25.88,200,114.64,350.84,100
537,86.84999999999999,60.93,25.92,200,113.15,346.42,100
538,86.83,60.93,25.89,200,113.17,346.56,100
539,88.78,62.87,25.91,200,111.22,340.76,100
540,90.23999999999999,64.33,25.91,200,109.76,336.46,100
541,90.59999999999999,64.81,25.79,200,109.4,335.41,100
542,92.91,67,25.91,200,107.09,328.56,100
543,94.26000000000001,68.45999999999999,25.8,200,105.74,324.56,100
544,93.61,67.73,25.88,200,106.39,326.57,100
545,97.05,71.13,25.92,200,102.95,316.3,100
546,95.06999999999999,69.19,25.88,200,104.93,322.31,100
547,98.51000000000001,72.59,25.92,200,101.49,312.04,100
548,99.12,73.31999999999999,25.8,200,100.88,310.25,100
549,101.32,75.51000000000001,25.8,200,98.68000000000001,303.73,100
550,102.43,76.48999999999999,25.95,200,97.56999999999999,300.43,100
551,103.07,77.22,25.85,200,96.93000000000001,298.57,100
552,104.13,78.19,25.93,200,95.87,295.46,100
553,104.34,78.44,25.91,200,95.66,294.86,100
554,106.45,80.63,25.82,200,93.55,288.6,100
555,107.93,82.09999999999999,25.83,200,92.06999999999999,284.22,100
556,108.98,83.06999999999999,25.91,200,91.02,281.11,100
557,109.22,83.31999999999999,25.91,200,90.78,280.42,100
558,110.44,84.54000000000001,25.91,200,89.56,276.81,100
559,113.54,87.70999999999999,25.83,200,86.45999999999999,267.56,100
560,114.87,88.94,25.93,200,85.13,263.63,100
561,116.34,90.40000000000001,25.93,200,83.66,259.28,100
562,117.8,91.87,25.93,200,82.2,254.92,100
563,119.76,93.83,25.93,200,80.23999999999999,249.09,100
564,120.51,94.56,25.95,200,79.48999999999999,246.89,100
565,119.99,94.08,25.92,200,80.01000000000001,248.48,100
566,122.11,96.28,25.83,200,77.89,242.18,100
567,122.68,96.77,25.91,200,77.31999999999999,240.52,100
568,125.89,99.95999999999999,25.93,200,74.11,230.93,100
569,126.27,100.45,25.83,200,73.73,229.81,100
570,127.75,101.92,25.83,200,72.25,225.43,100
571,129.46,103.63,25.83,200,70.54000000000001,220.32,100
572,128.8,102.9,25.91,200,71.2,222.33,100
573,130.78,104.86,25.92,200,69.22,216.44,98.38
574,133.49,107.56,25.93,200,66.51000000000001,208.34,94.69999999999999
575,133.99,108.05,25.93,200,66.01000000000001,206.9,94.05
576,136.6,110.76,25.84,200,63.4,199.1,90.5
577,135.96,110.02,25.95,200,64.04000000000001,201.04,91.38
578,138.56,112.72,25.84,200,61.44,193.27,87.84999999999999
579,140.88,114.94,25.95,200,59.12,186.35,84.70999999999999
580,141.52,115.67,25.84,200,58.48,184.48,83.86
581,143.83,117.89,25.95,200,56.17,177.56,80.71000000000001
582,144.82,118.87,25.95,200,55.18,174.64,79.38
583,145.56,119.61,25.95,200,54.44,172.45,78.39
584,148.02,122.07,25.95,200,51.98,165.1,75.03999999999999
585,149.15,123.31,25.84,200,50.85,161.74,73.52
586,148.49,122.57,25.92,200,51.51,163.75,74.42999999999999
587,150.21,124.29,25.92,200,49.79,158.61,72.09
588,153.34,127.49,25.84,200,46.66,149.26,67.84
589,154.32,128.48,25.84,200,45.68,146.32,66.51000000000001
590,155.4,129.47,25.93,200,44.6,143.12,65.05
591,157.42,131.44,25.98,200,42.58,137.07,62.3
592,158.27,132.43,25.84,200,41.73,134.56,61.16
593,159.75,133.91,25.84,200,40.25,130.14,59.15000000000001
594,161.1,135.14,25.96,200,38.9,126.11,57.32000000000001
595,162.73,136.87,25.87,200,37.27,121.22,55.1
596,163.55,137.61,25.95,200,36.45,118.79,53.99
