54,27.28,1.10,26.18,0,2284,0.0025,200.00,27.78,0.50,0.25
55,27.28,1.10,26.18,0,2284,0.0050,200.00,28.28,1.00,0.50
56,27.28,1.10,26.18,0,2284,0.0075,200.00,28.78,1.50,0.75
57,27.28,1.10,26.18,0,2284,0.0100,200.00,29.28,2.00,1.00
58,27.27,1.10,26.17,0,2283,0.0126,200.00,29.78,2.51,1.26
59,27.28,1.10,26.18,0,2284,0.0150,200.00,30.28,3.00,1.50
60,27.28,1.10,26.18,0,2284,0.0175,200.00,30.78,3.50,1.75
61,27.28,1.10,26.18,0,2284,0.0200,200.00,31.28,4.00,2.00
62,27.28,1.10,26.18,0,2284,0.0225,200.00,31.78,4.50,2.25
63,27.29,1.10,26.19,0,2285,0.0250,200.00,32.28,4.99,2.50
64,27.29,1.10,26.19,0,2285,0.0275,200.00,32.78,5.49,2.75
65,27.28,1.10,26.18,0,2284,0.0300,200.00,33.28,6.00,3.00
66,27.29,1.10,26.19,0,2285,0.0325,200.00,33.78,6.49,3.25
67,27.30,1.10,26.20,0,2286,0.0349,200.00,34.28,6.97,3.49
68,27.29,1.10,26.19,0,2285,0.0375,200.00,34.78,7.49,3.75
69,27.30,1.10,26.20,0,2286,0.0399,200.00,35.28,7.97,3.99
70,27.29,1.10,26.19,0,2285,0.0425,200.00,35.78,8.49,4.25
71,27.29,1.10,26.19,0,2285,0.0450,200.00,36.28,8.99,4.50
72,27.30,1.10,26.20,0,2286,0.0475,200.00,36.78,9.47,4.75
73,27.29,1.10,26.19,0,2285,0.0500,200.00,37.28,9.99,5.00
74,27.30,1.10,26.20,0,2286,0.0525,200.00,37.78,10.47,5.25
75,27.30,1.10,26.20,0,2286,0.0550,200.00,38.28,10.97,5.50
76,27.30,1.10,26.20,0,2286,0.0575,200.00,38.78,11.47,5.75
77,27.30,1.10,26.20,0,2286,0.0600,200.00,39.28,11.97,6.00
78,27.29,1.10,26.19,0,2285,0.0626,200.00,39.78,12.49,6.26
79,27.30,1.10,26.20,0,2286,0.0650,200.00,40.28,12.97,6.50
80,27.32,1.10,26.22,0,2287,0.0675,200.00,40.78,13.46,6.75
81,27.32,1.10,26.22,0,2287,0.0700,200.00,41.28,13.96,7.00
82,27.30,1.10,26.20,0,2286,0.0726,200.00,41.78,14.47,7.26
83,27.30,1.10,26.20,0,2286,0.0751,200.00,42.28,14.97,7.51
84,27.32,1.10,26.22,0,2287,0.0775,200.00,42.78,15.46,7.75
85,27.32,1.10,26.22,0,2287,0.0801,200.00,43.28,15.96,8.01
86,27.30,1.10,26.20,0,2286,0.0826,200.00,43.78,16.47,8.26
87,27.33,1.10,26.23,0,2288,0.0850,200.00,44.28,16.95,8.50
88,27.32,1.10,26.22,0,2287,0.0876,200.00,44.78,17.46,8.76
89,27.32,1.10,26.22,0,2287,0.0901,200.00,45.28,17.96,9.01
90,27.33,1.10,26.23,0,2288,0.0926,200.00,45.78,18.45,9.26
91,27.33,1.10,26.23,0,2288,0.0951,200.00,46.28,18.95,9.51
92,27.33,1.10,26.23,0,2288,0.0976,200.00,46.78,19.45,9.76
93,27.34,1.10,26.24,0,2289,0.1001,200.00,47.28,19.94,10.01
94,27.57,1.34,26.23,1,2288,0.1015,200.00,47.78,20.21,10.15
95,27.34,1.10,26.24,0,2289,0.1051,200.00,48.28,20.94,10.51
96,27.33,1.10,26.23,0,2288,0.1077,200.00,48.78,21.45,10.77
97,27.33,1.10,26.23,0,2288,0.1102,200.00,49.28,21.95,11.02
98,27.34,1.10,26.24,0,2289,0.1127,200.00,49.78,22.44,11.27
99,27.34,1.10,26.24,0,2289,0.1152,200.00,50.28,22.94,11.52
100,27.34,1.10,26.24,0,2289,0.1177,200.00,50.78,23.44,11.77
101,27.58,1.34,26.24,1,2289,0.1191,200.00,51.28,23.70,11.91
102,27.36,1.10,26.26,0,2290,0.1227,200.00,51.78,24.42,12.27
103,27.59,1.34,26.26,1,2290,0.1241,200.00,52.28,24.69,12.41
104,27.36,1.10,26.26,0,2290,0.1278,200.00,52.78,25.42,12.78
105,27.58,1.34,26.24,1,2289,0.1292,200.00,53.28,25.70,12.92
106,27.59,1.34,26.26,1,2290,0.1316,200.00,53.78,26.19,13.16
107,27.60,1.34,26.27,1,2291,0.1341,200.00,54.28,26.67,13.41
108,27.59,1.34,26.26,1,2290,0.1367,200.00,54.78,27.19,13.67
109,27.60,1.34,26.27,1,2291,0.1391,200.00,55.28,27.67,13.91
110,27.59,1.34,26.26,1,2290,0.1417,200.00,55.78,28.19,14.17
111,27.83,1.57,26.26,2,2290,0.1431,200.00,56.28,28.45,14.31
112,27.60,1.34,26.27,1,2291,0.1467,200.00,56.78,29.17,14.67
113,27.60,1.34,26.27,1,2291,0.1493,200.00,57.28,29.67,14.93
114,27.60,1.34,26.27,1,2291,0.1518,200.00,57.78,30.17,15.18
115,27.60,1.34,26.27,1,2291,0.1543,200.00,58.28,30.67,15.43
116,27.84,1.57,26.27,2,2291,0.1557,200.00,58.78,30.94,15.57
117,27.60,1.34,26.27,1,2291,0.1594,200.00,59.28,31.67,15.94
118,27.62,1.34,26.28,1,2292,0.1619,200.00,59.78,32.16,16.19
119,27.60,1.34,26.27,1,2291,0.1644,200.00,60.28,32.67,16.44
120,27.84,1.57,26.27,2,2291,0.1658,200.00,60.78,32.94,16.58
121,27.84,1.57,26.27,2,2291,0.1683,200.00,61.28,33.44,16.83
122,27.85,1.57,26.28,2,2292,0.1708,200.00,61.78,33.92,17.08
123,27.85,1.57,26.28,2,2292,0.1733,200.00,62.28,34.42,17.33
124,27.85,1.57,26.28,2,2292,0.1759,200.00,62.78,34.92,17.59
125,27.87,1.57,26.30,2,2293,0.1783,200.00,63.28,35.41,17.83
126,27.87,1.57,26.30,2,2293,0.1809,200.00,63.78,35.91,18.09
127,28.10,1.81,26.30,3,2293,0.1822,200.00,64.28,36.18,18.22
128,28.10,1.81,26.30,3,2293,0.1848,200.00,64.78,36.68,18.48
129,28.09,1.81,26.28,3,2292,0.1874,200.00,65.28,37.19,18.74
130,28.09,1.81,26.28,3,2292,0.1899,200.00,65.78,37.69,18.99
131,28.34,2.04,26.30,4,2293,0.1912,200.00,66.28,37.94,19.12
132,28.10,1.81,26.30,3,2293,0.1949,200.00,66.78,38.68,19.49
133,28.34,2.04,26.30,4,2293,0.1963,200.00,67.28,38.94,19.63
134,28.81,2.52,26.30,6,2293,0.1965,200.00,67.78,38.97,19.65
135,28.81,2.52,26.30,6,2293,0.1990,200.00,68.28,39.47,19.90
136,28.59,2.28,26.31,5,2294,0.2027,200.00,68.78,40.19,20.27
137,28.81,2.52,26.30,6,2293,0.2041,200.00,69.28,40.47,20.41
138,29.06,2.75,26.31,7,2294,0.2054,200.00,69.78,40.72,20.54
139,29.28,2.99,26.30,8,2293,0.2068,200.00,70.28,41.00,20.68
140,29.30,2.99,26.31,8,2294,0.2093,200.00,70.78,41.48,20.93
141,29.30,2.99,26.31,8,2294,0.2118,200.00,71.28,41.98,21.18
142,29.31,2.99,26.32,8,2295,0.2143,200.00,71.78,42.47,21.43
143,29.53,3.22,26.31,9,2294,0.2157,200.00,72.28,42.75,21.57
144,29.56,3.22,26.33,9,2296,0.2181,200.00,72.78,43.22,21.81
145,29.78,3.46,26.32,10,2295,0.2196,200.00,73.28,43.50,21.96
146,29.78,3.46,26.32,10,2295,0.2221,200.00,73.78,44.00,22.21
147,30.02,3.70,26.32,11,2295,0.2235,200.00,74.28,44.26,22.35
148,30.00,3.70,26.31,11,2294,0.2261,200.00,74.78,44.77,22.61
149,29.78,3.46,26.32,10,2295,0.2297,200.00,75.28,45.50,22.97
150,29.78,3.46,26.32,10,2295,0.2323,200.00,75.78,46.00,23.23
151,30.02,3.70,26.32,11,2295,0.2337,200.00,76.28,46.26,23.37
152,29.79,3.46,26.33,10,2296,0.2373,200.00,76.78,46.98,23.73
153,30.02,3.70,26.32,11,2295,0.2387,200.00,77.28,47.26,23.87
154,30.50,4.17,26.33,13,2296,0.2389,200.00,77.78,47.28,23.89
155,30.74,4.40,26.33,14,2296,0.2402,200.00,78.28,47.54,24.02
156,31.22,4.88,26.35,16,2297,0.2404,200.00,78.78,47.55,24.04
157,31.70,5.35,26.35,18,2297,0.2405,200.00,79.28,47.58,24.05
158,31.70,5.35,26.35,18,2297,0.2431,200.00,79.78,48.08,24.31
159,31.93,5.59,26.35,19,2297,0.2445,200.00,80.28,48.35,24.45
160,32.41,6.06,26.35,21,2297,0.2446,200.00,80.78,48.37,24.46
161,32.41,6.06,26.35,21,2297,0.2472,200.00,81.28,48.87,24.72
162,32.42,6.06,26.36,21,2298,0.2497,200.00,81.78,49.36,24.97
163,32.64,6.30,26.35,22,2297,0.2511,200.00,82.28,49.64,25.11
164,33.37,7.01,26.36,25,2298,0.2500,200.00,82.78,49.41,25.00
165,33.12,6.77,26.35,24,2297,0.2538,200.00,83.28,50.16,25.38
166,33.37,7.01,26.36,25,2298,0.2551,200.00,83.78,50.41,25.51
167,33.61,7.24,26.37,26,2299,0.2564,200.00,84.28,50.66,25.64
168,33.60,7.24,26.36,26,2298,0.2591,200.00,84.78,51.18,25.91
