0,100,36.72,36.426
1,100,36.73,36.409
2,100,36.73,36.413
3,100,36.61,36.437
4,100,36.76,36.483
5,100,36.73,36.549
6,100,36.73,36.634
7,100,36.73,36.74
8,100,36.98,36.865
9,100,35.87,37.009
10,100,36.62,37.171
11,100,36.98,37.353
12,100,35.87,37.553
13,100,35.87,37.77
14,100,38.51,38.006
15,100,35.89,38.258
16,100,39,38.528
17,100,38.65,38.815
18,100,38.89,39.119
19,100,39.23,39.439
20,100,38.97,39.776
21,100,39.46,40.128
22,100,41.06,40.496
23,100,40.12,40.879
24,100,40.43,41.278
25,100,41.03,41.691
26,100,40.66,42.12
27,100,40.39,42.563
28,100,42.1,43.02
29,100,42.56,43.491
30,100,42.3,43.977
31,100,43.04,44.476
32,100,44.37,44.988
33,100,42.55,45.514
34,100,44.86,46.053
35,100,44.93,46.605
36,100,46.88,47.169
37,100,48.05,47.746
38,100,47.07,48.335
39,100,47.32,48.937
40,100,48.91,49.55
41,100,48.75,50.175
42,100,50.7,50.812
43,100,50.18,51.46
44,100,52.02,52.119
45,100,54.29,52.79
46,100,53.53,53.471
47,100,55.38,54.163
48,100,55.73,54.866
49,100,55.84,55.579
50,100,58.12,56.302
51,100,57.52,57.035
52,100,57.99,57.778
53,100,59.05,58.532
54,100,58.54,59.294
55,100,58.8,60.066
56,100,61.7,60.848
57,100,60.95,61.639
58,100,62.15,62.439
59,100,64.1,63.247
60,100,64.11,64.065
61,100,65.8,64.891
62,100,64.5,65.726
63,100,65.45,66.569
64,100,66.28,67.42
65,100,67.23,68.28
66,100,67.38,69.147
67,100,69.41,70.023
68,100,69.56,70.906
69,100,71.24,71.797
70,100,71.09,72.695
71,100,72.45,73.601
72,100,73.42,74.514
73,100,72.54,75.435
74,100,73.03,76.362
75,100,75.19,77.296
76,100,75.11,78.238
77,100,76.56,79.186
78,100,78.84,80.14
79,100,78.98,81.102
80,100,80.77,82.069
81,100,81.27,83.043
82,100,79.54,84.024
83,100,80.99,85.01
84,100,81.97,86.003
85,100,85.28,87.001
86,100,85.36,88.006
87,100,86.85,89.016
88,100,86.83,90.032
89,100,88.78,91.053
90,100,90.24,92.081
91,100,90.6,93.113
92,100,92.91,94.151
93,100,94.26,95.194
94,100,93.61,96.242
95,100,97.05,97.296
96,100,95.07,98.354
97,100,98.51,99.418
98,100,99.12,100.49
99,100,101.32,101.56
100,100,102.43,102.64
101,100,103.07,103.72
102,100,104.13,104.81
103,100,104.34,105.9
104,100,106.45,106.99
105,100,107.93,108.09
106,100,108.98,109.2
107,100,109.22,110.31
108,100,110.44,111.42
109,100,113.54,112.54
110,100,114.87,113.66
111,100,116.34,114.79
112,100,117.8,115.91
113,100,119.76,117.05
114,100,120.51,118.18
115,100,119.99,119.32
116,100,122.11,120.47
117,100,122.68,121.62
118,100,125.89,122.77
119,100,126.27,123.92
120,100,127.75,125.08
121,100,129.46,126.24
122,100,128.8,127.41
123,98.38,130.78,128.58
124,94.7,133.49,129.75
125,94.05,133.99,130.95
126,90.5,136.6,132.15
127,91.38,135.96,133.37
