134,25.27,1.1,24.17,200,-24.27,-24.28,0
135,25.27,1.1,24.17,200,-21.8,-21.81,0
136,25.49,1.34,24.16,200,-19.07,-19.09,0
137,25.31,1.1,24.21,200,-15.96,-15.99,0
138,25.53,1.34,24.2,200,-13.29,-13.32,0
139,25.28,1.1,24.18,200,-10.18,-10.21,0
140,25.27,1.1,24.17,200,-7.33,-7.37,0
141,25.28,1.1,24.18,200,-4.54,-4.58,0
142,25.27,1.1,24.17,200,-1.75,-1.78,0
143,25.52,1.34,24.18,200,0.75,0.72,0.72
144,25.27,1.1,24.17,200,3.23,3.19,3.19
145,25.28,1.1,24.18,200,4.92,4.89,4.89
146,25.3,1.1,24.2,200,6.6,6.57,6.569999999999999
147,25.53,1.34,24.2,200,8.039999999999999,8.01,8.01
148,25.53,1.34,24.2,200,9.69,9.66,9.66
149,25.3,1.1,24.2,200,11.57,11.54,11.54
150,25.56,1.34,24.22,200,12.93,12.91,12.91
151,25.31,1.1,24.21,200,14.78,14.77,14.77
152,25.31,1.1,24.21,200,16.38,16.36,16.36
153,25.53,1.34,24.2,200,17.73,17.72,17.72
154,25.53,1.34,24.2,200,19.29,19.29,19.29
155,25.31,1.1,24.21,200,21.05,21.06,21.06
156,25.54,1.34,24.21,200,22.35,22.36,22.36
157,25.54,1.34,24.21,200,23.86,23.88,23.88
158,25.54,1.34,24.21,200,25.36,25.39,25.39
159,25.32,1.1,24.22,200,27.07,27.1,27.1
160,25.31,1.1,24.21,200,28.55,28.59,28.59
161,25.36,1.1,24.26,200,29.95,30,30
162,25.54,1.34,24.21,200,31.21,31.27,31.27
163,25.57,1.34,24.23,200,32.6,32.67,32.67
164,25.33,1.1,24.23,200,34.25,34.33,34.33
165,25.81,1.57,24.23,200,35.18,35.27,35.27
166,25.57,1.34,24.23,200,36.8,36.9,36.9
167,25.57,1.34,24.23,200,38.17,38.28,38.27999999999999
168,25.58,1.34,24.25,200,39.51,39.63,39.63
169,25.81,1.57,24.23,200,40.63,40.76,40.76000000000001
170,25.6,1.34,24.26,200,42.17,42.32,42.32
171,25.57,1.34,24.23,200,43.51,43.67,43.66999999999999
172,25.58,1.34,24.25,200,44.8,44.97,44.97
173,25.57,1.34,24.23,200,46.1,46.29,46.29
174,25.58,1.34,24.25,200,47.37,47.57,47.57
175,25.81,1.57,24.23,200,48.41,48.62,48.62
176,25.82,1.57,24.25,200,49.65,49.88,49.88
177,25.62,1.34,24.29,200,51.08,51.33,51.33
178,25.6,1.34,24.26,200,52.33,52.6,52.6
179,25.83,1.57,24.26,200,53.31,53.59,53.59
180,25.83,1.57,24.26,200,54.52,54.81,54.81
181,25.84,1.57,24.27,200,55.69,56,56.00000000000001
182,25.83,1.57,24.26,200,56.88,57.21,57.21000000000001
183,25.88,1.57,24.31,200,58,58.34,58.34
184,26.07,1.81,24.26,200,58.97,59.33,59.33000000000001
185,26.08,1.81,24.27,200,60.1,60.48,60.48
186,26.07,1.81,24.26,200,61.25,61.65,61.65000000000001
187,26.08,1.81,24.27,200,62.36,62.77,62.77
188,26.81,2.52,24.3,200,62.73,63.17,63.17
189,26.79,2.52,24.27,200,63.86,64.31,64.31
190,27.05,2.75,24.3,200,64.68000000000001,65.16,65.16
191,27.02,2.75,24.27,200,65.79000000000001,66.28,66.28
192,27.06,2.75,24.31,200,66.81,67.33,67.33
193,27.75,3.46,24.29,200,67.19,67.72,67.72
194,27.98,3.7,24.29,200,68,68.55,68.55
195,28.2,3.93,24.27,200,68.81,69.38,69.38
196,29.18,4.88,24.3,200,68.86,69.45999999999999,69.45999999999999
197,29.64,5.35,24.29,200,69.42,70.03,70.03
198,30.59,6.3,24.3,200,69.45999999999999,70.09999999999999,70.09999999999999
199,30.83,6.53,24.3,200,70.22,70.88,70.88
200,31.54,7.24,24.3,200,70.5,71.17,71.17
201,32.29,7.95,24.34,200,70.72,71.42,71.41999999999999
202,31.83,7.48,24.35,200,72.15000000000001,72.87,72.87
203,32.75,8.43,24.32,200,72.18000000000001,72.92,72.92
204,32.97,8.66,24.31,200,72.90000000000001,73.67,73.67
205,33.95,9.609999999999999,24.34,200,72.87,73.65000000000001,73.65000000000001
206,34.4,10.08,24.31,200,73.34999999999999,74.15000000000001,74.15000000000001
207,34.65,10.32,24.32,200,74.01000000000001,74.84,74.83999999999999
208,36.07,11.74,24.32,200,73.5,74.34999999999999,74.35000000000001
209,37.25,12.93,24.32,200,73.20999999999999,74.09,74.09
210,37.73,13.4,24.32,200,73.63,74.53,74.53
211,38.44,14.12,24.32,200,73.8,74.72,74.72
212,39.39,15.07,24.32,200,73.72,74.66,74.66000000000001
213,40.84,16.49,24.35,200,73.13,74.09999999999999,74.09999999999999
214,40.62,16.26,24.36,200,74.22,75.2,75.2
215,41.78,17.44,24.34,200,73.90000000000001,74.91,74.91
216,42.5,18.16,24.34,200,74.03,75.05,75.05
217,43.45,19.11,24.34,200,73.90000000000001,74.95999999999999,74.96000000000001
218,44.41,20.06,24.35,200,73.76000000000001,74.83,74.83
219,45.35,21.02,24.34,200,73.63,74.73,74.72999999999999
220,47.02,22.69,24.34,200,72.77,73.89,73.89
221,47.51,23.16,24.35,200,73.08,74.22,74.22
222,48,23.64,24.36,200,73.38,74.54000000000001,74.53999999999999
223,48.47,24.12,24.35,200,73.7,74.88,74.88
224,49.42,25.07,24.35,200,73.52,74.72,74.72
225,49.91,25.55,24.36,200,73.79000000000001,75.02,75.02
226,51.59,27.22,24.36,200,72.88,74.13,74.13
227,52.32,27.94,24.38,200,72.90000000000001,74.17,74.17
228,53.03,28.66,24.38,200,72.93000000000001,74.22,74.22
229,53.75,29.38,24.38,200,72.95,74.26000000000001,74.26000000000001
230,54.94,30.57,24.36,200,72.48999999999999,73.83,73.83
231,55.65,31.29,24.36,200,72.5,73.84999999999999,73.85000000000001
232,55.91,31.53,24.38,200,72.95999999999999,74.34,74.33999999999999
233,56.39,32.01,24.38,200,73.19,74.59,74.59
234,57.58,33.21,24.38,200,72.69,74.11,74.11
235,58.06,33.69,24.38,200,72.90000000000001,74.34999999999999,74.35000000000001
236,58.56,34.17,24.39,200,73.09999999999999,74.56999999999999,74.57000000000001
237,59.75,35.37,24.39,200,72.58,74.06999999999999,74.07000000000001
238,60.49,36.09,24.4,200,72.52,74.03,74.03
239,61.68,37.29,24.39,200,72,73.53,73.53
240,60.99,36.57,24.43,200,73.34,74.90000000000001,74.90000000000001
241,62.16,37.77,24.39,200,72.83,74.41,74.41
242,62.41,38.01,24.4,200,73.23,74.81999999999999,74.81999999999999
243,63.12,38.73,24.39,200,73.16,74.78,74.78
244,63.36,38.97,24.39,200,73.55,75.19,75.19
245,63.38,38.97,24.42,200,74.15000000000001,75.81999999999999,75.81999999999999
246,63.37,38.97,24.4,200,74.79000000000001,76.48,76.48
247,64.12,39.69,24.43,200,74.66,76.37,76.37
248,64.33,39.93,24.4,200,75.05,76.78,76.78
249,65.08,40.65,24.43,200,74.91,76.66,76.66
250,65.05,40.65,24.4,200,75.53,77.31,77.31
251,65.08,40.65,24.43,200,76.09999999999999,77.90000000000001,77.90000000000001
252,66.04000000000001,41.61,24.43,200,75.72,77.54000000000001,77.53999999999999
253,66.75,42.33,24.42,200,75.59,77.43000000000001,77.42999999999999
254,67.23999999999999,42.82,24.43,200,75.67,77.54000000000001,77.53999999999999
