65,48.92,20.3,28.62,0,0,0,0,50.68
66,51.04,22.45,28.59,0,0,0,0,50.68
67,50.72,22.21,28.51,0,0,0,0,50.68
68,51.17,22.69,28.49,0,0,0,0,50.68
69,48.9,20.3,28.6,0,0,0,0,50.68
70,50.91,22.45,28.46,0,0,0,0,50.68
71,48.67,20.06,28.6,0,0,0,0,50.68
72,51.05,22.45,28.6,0,0,0,0,50.68
73,50.68,22.21,28.47,0,0,0,0,50.68
74,50.8,22.21,28.59,0,0,0,0,50.68
75,50.92,22.45,28.47,0,0,0,0,50.68
76,52.16,23.64,28.52,0,0,0,0,50.68
77,49.61,21.02,28.59,0,0,0,0,50.68
78,49.64,21.02,28.63,0,0,0,0,50.68
79,49.35,20.78,28.58,0,0,0,0,50.68
80,49.37,20.78,28.59,0,0,0,0,50.68
81,50.15,21.49,28.65,0,0,0,0,50.68
82,50.07,21.49,28.58,0,0,0,0,50.68
83,49.66,21.02,28.64,0,0,0,0,50.68
84,53.11,24.59,28.51,0,0,0,0,50.68
85,52.88,24.36,28.52,0,0,0,0,50.68
86,49.35,20.78,28.58,0,0,0,0,50.68
87,53.35,24.83,28.51,0,0,0,0,50.68
88,49.1,20.54,28.56,0,0,0,0,50.68
89,51.89,23.4,28.49,0,0,0,0,50.68
90,51.71,23.16,28.55,0,0,0,0,50.68
91,49.1,20.54,28.56,200,0,0,0,51.71
92,51.5,22.92,28.58,200,0.71,0.29,0.29,52.21
93,48.69,20.06,28.63,200,4.02,1.61,1.61,52.71
94,50.35,21.73,28.62,200,2.87,1.15,1.15,53.21
95,50.47,21.97,28.5,200,3.24,1.3,1.3,53.71
96,50.95,22.45,28.5,200,3.27,1.31,1.31,54.21
97,50.69,22.21,28.49,200,4.02,1.61,1.61,54.71
98,50.96,22.45,28.51,200,4.25,1.7,1.7,55.21
99,50.47,21.97,28.5,200,5.24,2.1,2.1,55.71
100,48.92,20.3,28.62,200,7.3,2.92,2.92,56.21
101,50.93,22.45,28.49,200,5.78,2.31,2.31,56.71
102,51.21,22.69,28.52,200,6,2.4,2.4,57.21
103,50.33,21.73,28.6,200,7.38,2.95,2.95,57.71
104,50.1,21.49,28.6,200,8.119999999999999,3.25,3.25,58.21
105,50.71,22.21,28.5,200,8.01,3.21,3.21,58.71
106,50.33,21.73,28.6,200,8.880000000000001,3.56,3.56,59.21
107,48.92,20.3,28.62,200,10.8,4.32,4.32,59.71
108,50.6,21.97,28.63,200,9.609999999999999,3.85,3.85,60.21
109,50.72,22.21,28.51,200,9.99,4,4,60.71
110,50.95,22.45,28.5,200,10.27,4.11,4.109999999999999,61.21
111,50.69,22.21,28.49,200,11.02,4.41,4.41,61.71
112,50.32,21.73,28.59,200,11.89,4.76,4.760000000000001,62.21
113,50.93,22.45,28.49,200,11.78,4.72,4.72,62.71
114,48.89,20.3,28.59,200,14.32,5.74,5.74,63.21
115,51,22.45,28.55,200,12.72,5.1,5.1,63.71
116,50.96,22.45,28.51,200,13.25,5.31,5.31,64.20999999999999
117,50.46,21.97,28.49,200,14.26,5.71,5.71,64.70999999999999
118,50.73,22.21,28.52,200,14.48,5.8,5.800000000000001,65.20999999999999
119,50.68,22.21,28.47,200,15.03,6.02,6.02,65.70999999999999
120,48.47,19.83,28.64,200,17.75,7.11,7.109999999999999,66.20999999999999
121,50.81,22.21,28.6,200,15.9,6.37,6.370000000000001,66.70999999999999
122,50.47,21.97,28.5,200,16.74,6.71,6.710000000000001,67.20999999999999
123,49.87,21.25,28.62,200,17.84,7.15,7.149999999999999,67.70999999999999
124,50.91,22.45,28.46,200,17.31,6.94,6.94,68.20999999999999
125,50.91,22.45,28.46,200,17.81,7.14,7.140000000000001,68.70999999999999
126,50.91,22.45,28.46,200,18.31,7.34,7.340000000000001,69.20999999999999
127,50.79,22.21,28.58,200,18.93,7.59,7.59,69.70999999999999
128,50.31,21.73,28.58,200,19.91,7.98,7.98,70.20999999999999
129,50.8,22.21,28.59,200,19.92,7.99,7.99,70.70999999999999
130,50.91,22.45,28.46,200,20.31,8.140000000000001,8.140000000000001,71.20999999999999
131,50.69,22.21,28.49,200,21.02,8.43,8.43,71.70999999999999
132,50.56,21.97,28.59,200,21.65,8.69,8.690000000000001,72.20999999999999
133,50.92,22.45,28.47,200,21.79,8.74,8.74,72.70999999999999
134,48.92,20.3,28.62,200,24.3,9.74,9.74,73.20999999999999
135,50.69,22.21,28.49,200,23.02,9.23,9.229999999999999,73.70999999999999
136,50.82,22.21,28.62,200,23.39,9.380000000000001,9.379999999999999,74.20999999999999
137,50.26,21.73,28.52,200,24.46,9.81,9.81,74.70999999999999
138,51.42,22.92,28.5,200,23.79,9.550000000000001,9.550000000000001,75.20999999999999
139,50.4,21.73,28.67,200,25.31,10.16,10.16,75.70999999999999
140,51.51,22.92,28.59,200,24.7,9.91,9.91,76.20999999999999
141,50.82,22.21,28.62,200,25.89,10.39,10.39,76.70999999999999
142,50.33,21.73,28.6,200,26.88,10.79,10.79,77.20999999999999
143,50.48,21.97,28.51,200,27.23,10.93,10.93,77.70999999999999
144,51.28,22.69,28.59,200,26.94,10.81,10.81,78.20999999999999
145,51.53,22.92,28.6,200,27.19,10.91,10.91,78.70999999999999
146,50.98,22.45,28.54,200,28.23,11.33,11.33,79.20999999999999
147,50.96,22.45,28.51,200,28.75,11.54,11.54,79.70999999999999
148,52.14,23.64,28.5,200,28.07,11.27,11.27,80.20999999999999
149,52.07,23.4,28.67,200,28.64,11.5,11.5,80.70999999999999
