70,168.41,140.32,28.08,574,2431,0.0025,200.00,168.91,0.50,0.25
71,168.41,140.32,28.08,574,2431,0.0050,200.00,169.41,1.00,0.50
72,168.65,140.57,28.08,575,2431,0.0063,200.00,169.91,1.25,0.63
73,168.65,140.57,28.08,575,2431,0.0088,200.00,170.41,1.75,0.88
74,168.39,140.32,28.07,574,2430,0.0126,200.00,170.91,2.51,1.26
75,168.42,140.32,28.10,574,2432,0.0149,200.00,171.41,2.99,1.49
76,168.41,140.32,28.08,574,2431,0.0175,200.00,171.91,3.50,1.75
77,167.67,139.58,28.08,571,2431,0.0237,200.00,172.41,4.74,2.37
78,167.67,139.58,28.08,571,2431,0.0262,200.00,172.91,5.24,2.62
79,167.93,139.83,28.10,572,2432,0.0274,200.00,173.41,5.48,2.74
80,167.67,139.58,28.08,571,2431,0.0312,200.00,173.91,6.24,3.12
81,167.67,139.58,28.08,571,2431,0.0337,200.00,174.41,6.74,3.37
82,167.93,139.83,28.10,572,2432,0.0349,200.00,174.91,6.98,3.49
83,168.17,140.08,28.10,573,2432,0.0362,200.00,175.41,7.23,3.62
84,167.42,139.34,28.08,570,2431,0.0425,200.00,175.91,8.49,4.25
85,167.69,139.58,28.11,571,2433,0.0436,200.00,176.41,8.71,4.36
86,167.42,139.34,28.08,570,2431,0.0475,200.00,176.91,9.49,4.75
87,167.19,139.09,28.10,569,2432,0.0512,200.00,177.41,10.22,5.12
88,167.43,139.34,28.10,570,2432,0.0525,200.00,177.91,10.47,5.25
89,167.68,139.58,28.10,571,2432,0.0537,200.00,178.41,10.73,5.37
90,167.42,139.34,28.08,570,2431,0.0576,200.00,178.91,11.49,5.76
91,167.17,139.09,28.08,569,2431,0.0613,200.00,179.41,12.23,6.13
92,167.19,139.09,28.10,569,2432,0.0638,200.00,179.91,12.72,6.38
93,167.68,139.58,28.10,571,2432,0.0638,200.00,180.41,12.73,6.38
94,167.93,139.83,28.10,572,2432,0.0651,200.00,180.91,12.98,6.51
95,167.45,139.34,28.11,570,2433,0.0700,200.00,181.41,13.96,7.00
96,167.68,139.58,28.10,571,2432,0.0713,200.00,181.91,14.23,7.13
97,167.43,139.34,28.10,570,2432,0.0751,200.00,182.41,14.97,7.51
98,167.19,139.09,28.10,569,2432,0.0788,200.00,182.91,15.72,7.88
99,167.69,139.58,28.11,571,2433,0.0788,200.00,183.41,15.71,7.88
100,167.69,139.58,28.11,571,2433,0.0813,200.00,183.91,16.21,8.13
101,166.94,138.84,28.10,568,2432,0.0876,200.00,184.41,17.47,8.76
102,166.93,138.84,28.08,568,2431,0.0902,200.00,184.91,17.98,9.02
103,167.69,139.58,28.11,571,2433,0.0889,200.00,185.41,17.71,8.89
104,166.94,138.84,28.10,568,2432,0.0952,200.00,185.91,18.97,9.52
105,167.94,139.83,28.11,572,2433,0.0927,200.00,186.41,18.47,9.27
106,167.69,139.58,28.11,571,2433,0.0964,200.00,186.91,19.21,9.64
107,167.95,139.83,28.12,572,2434,0.0977,200.00,187.41,19.45,9.77
108,167.95,139.83,28.12,572,2434,0.1002,200.00,187.91,19.95,10.02
109,166.94,138.84,28.10,568,2432,0.1078,200.00,188.41,21.47,10.78
110,167.70,139.58,28.12,571,2434,0.1065,200.00,188.91,21.20,10.65
111,166.94,138.84,28.10,568,2432,0.1128,200.00,189.41,22.47,11.28
112,167.69,139.58,28.11,571,2433,0.1116,200.00,189.91,22.21,11.16
113,167.45,139.34,28.11,570,2433,0.1153,200.00,190.41,22.96,11.53
114,167.69,139.58,28.11,571,2433,0.1166,200.00,190.91,23.21,11.66
115,167.45,139.34,28.11,570,2433,0.1204,200.00,191.41,23.96,12.04
116,166.93,138.84,28.08,568,2431,0.1255,200.00,191.91,24.98,12.55
117,167.68,139.58,28.10,571,2432,0.1243,200.00,192.41,24.73,12.43
118,167.68,139.58,28.10,571,2432,0.1268,200.00,192.91,25.23,12.68
119,167.17,139.09,28.08,569,2431,0.1318,200.00,193.41,26.23,13.18
120,167.69,139.58,28.11,571,2433,0.1318,200.00,193.91,26.21,13.18
121,167.69,139.58,28.11,571,2433,0.1343,200.00,194.41,26.71,13.43
122,167.43,139.34,28.10,570,2432,0.1381,200.00,194.91,27.47,13.81
123,167.69,139.58,28.11,571,2433,0.1393,200.00,195.41,27.71,13.93
124,167.69,139.58,28.11,571,2433,0.1419,200.00,195.91,28.21,14.19
125,166.94,138.84,28.10,568,2432,0.1482,200.00,196.41,29.47,14.82
