   0, 2267
   1, 2269
   2, 2269
   3, 2268
   4, 2269
   5, 2269
   6, 2268
   7, 2269
   8, 2269
   9, 2269
  10, 2269
  11, 2269
  12, 2269
  13, 2269
  14, 2269
  15, 2269
  16, 2268
  17, 2269
  18, 2268
  19, 2269
  20, 2269
  21, 2269
  22, 2269
  23, 2268
  24, 2268
  25, 2268
  26, 2269
  27, 2269
  28, 2269
  29, 2269
  30, 2267
  31, 2267
  32, 2268
  33, 2270
  34, 2269
  35, 2269
  36, 2268
  37, 2269
  38, 2269
  39, 2269
  40, 2269
  41, 2269
  42, 2268
  43, 2269
  44, 2269
  45, 2268
  46, 2269
  47, 2268
  48, 2268
  49, 2269
  50, 2268
  51, 2268
  52, 2269
  53, 2269
  54, 2268
  55, 2268
  56, 2268
  57, 2268
  58, 2270
  59, 2269
  60, 2269
  61, 2268
  62, 2269
  63, 2268
  64, 2269
  65, 2269
  66, 2268
  67, 2269
  68, 2270
  69, 2269
  70, 2269
  71, 2269
  72, 2268
  73, 2268
  74, 2268
  75, 2268
  76, 2269
  77, 2281
  78, 2268
  79, 2270
  80, 2268
  81, 2269
  82, 2268
  83, 2268
  84, 2268
  85, 2268
  86, 2280
  87, 2269
  88, 2269
  89, 2267
  90, 2269
  91, 2268
  92, 2269
  93, 2269
  94, 2269
  95, 2271
  96, 2269
  97, 2269
  98, 2268
  99, 2269
 100, 2269
 101, 2269
 102, 2269
 103, 2269
 104, 2270
 105, 2268
 106, 2270
 107, 2270
 108, 2269
 109, 2269
 110, 2269
 111, 2269
 112, 2269
 113, 2269
 114, 2269
 115, 2269
 116, 2268
 117, 2269
 118, 2269
 119, 2269
 120, 2269
 121, 2268
 122, 2268
 123, 2269
 124, 2269
 125, 2268
 126, 2269
 127, 2268
 128, 2269
 129, 2269
 130, 2269
 131, 2268
 132, 2267
 133, 2268
 134, 2269
 135, 2269
 136, 2268
 137, 2269
 138, 2269
 139, 2270
 140, 2269
 141, 2269
 142, 2267
 143, 2269
 144, 2268
 145, 2269
 146, 2269
 147, 2269
 148, 2269
 149, 2269
 150, 2269
 151, 2269
 152, 2270
 153, 2270
 154, 2268
 155, 2268
 156, 2269
 157, 2268
 158, 2268
 159, 2269
 160, 2268
 161, 2269
 162, 2269
 163, 2268
 164, 2268
 165, 2270
 166, 2270
 167, 2268
 168, 2269
 169, 2269
 170, 2268
 171, 2269
 172, 2269
 173, 2268
 174, 2269
 175, 2268
 176, 2269
 177, 2268
 178, 2269
 179, 2269
 180, 2268
 181, 2267
 182, 2270
 183, 2268
 184, 2269
 185, 2269
 186, 2269
 187, 2268
 188, 2268
 189, 2269
 190, 2269
 191, 2269
 192, 2269
 193, 2269
 194, 2269
 195, 2269
 196, 2269
 197, 2268
 198, 2269
 199, 2268
 200, 2269
 201, 2268
 202, 2269
 203, 2268
 204, 2269
 205, 2270
 206, 2269
 207, 2268
 208, 2268
 209, 2269
 210, 2269
 211, 2269
 212, 2267
 213, 2269
 214, 2268
 215, 2270
 216, 2268
 217, 2268
 218, 2269
 219, 2270
 220, 2269
 221, 2269
 222, 2270
 223, 2269
 224, 2268
 225, 2269
 226, 2268
 227, 2268
 228, 2269
 229, 2269
 230, 2269
 231, 2269
 232, 2269
 233, 2269
 234, 2269
 235, 2268
 236, 2268
 237, 2268
 238, 2268
 239, 2268
 240, 2268
 241, 2270
 242, 2268
 243, 2269
 244, 2269
 245, 2268
 246, 2269
 247, 2268
 248, 2269
 249, 2269
 250, 2268
 251, 2269
 252, 2269
 253, 2268
 254, 2270
 255, 2269
 256, 2269
 257, 2269
 258, 2269
 259, 2269
 260, 2268
 261, 2268
 262, 2268
 263, 2269
 264, 2269
 265, 2269
 266, 2275
 267, 2269
 268, 2269
 269, 2268
 270, 2268
 271, 2268
 272, 2269
 273, 2269
 274, 2269
 275, 2281
 276, 2269
 277, 2269
 278, 2269
 279, 2268
 280, 2269
 281, 2268
 282, 2269
 283, 2269
 284, 2273
 285, 2268
 286, 2268
 287, 2267
 288, 2269
 289, 2269
 290, 2269
 291, 2269
 292, 2268
 293, 2269
 294, 2269
 295, 2270
 296, 2269
 297, 2269
 298, 2269
 299, 2268
 300, 2269
 301, 2268
 302, 2268
 303, 2268
 304, 2269
 305, 2269
 306, 2268
 307, 2269
 308, 2269
 309, 2270
 310, 2269
 311, 2269
 312, 2269
 313, 2269
 314, 2268
 315, 2267
 316, 2268
 317, 2268
 318, 2269
 319, 2268
 320, 2269
 321, 2269
 322, 2268
 323, 2269
 324, 2269
 325, 2269
 326, 2269
 327, 2269
 328, 2268
 329, 2269
 330, 2268
 331, 2269
 332, 2268
 333, 2269
 334, 2269
 335, 2267
 336, 2269
 337, 2269
 338, 2269
 339, 2268
 340, 2268
 341, 2269
 342, 2269
 343, 2269
 344, 2269
 345, 2269
 346, 2269
 347, 2268
 348, 2269
 349, 2269
 350, 2270
 351, 2269
 352, 2268
 353, 2269
 354, 2269
