   0, 2453
   1, 2224
   2, 2220
   3, 2217
   4, 2211
   5, 2207
   6, 2205
   7, 2201
   8, 2198
   9, 2194
  10, 2191
  11, 2186
  12, 2183
  13, 2180
  14, 2176
  15, 2172
  16, 2170
  17, 2165
  18, 2161
  19, 2159
  20, 2154
  21, 2150
  22, 2148
  23, 2144
  24, 2142
  25, 2136
  26, 2133
  27, 2131
  28, 2128
  29, 2124
  30, 2120
  31, 2116
  32, 2113
  33, 2109
  34, 2107
  35, 2103
  36, 2100
  37, 2097
  38, 2094
  39, 2091
  40, 2086
  41, 2084
  42, 2081
  43, 2078
  44, 2075
  45, 2071
  46, 2068
  47, 2064
  48, 2062
  49, 2058
  50, 2056
  51, 2051
  52, 2050
  53, 2046
  54, 2042
  55, 2039
  56, 2036
  57, 2033
  58, 2029
  59, 2026
  60, 2023
  61, 2021
  62, 2018
  63, 2014
  64, 2012
  65, 2008
  66, 2005
  67, 2002
  68, 1999
  69, 1997
  70, 1993
  71, 1991
  72, 1988
  73, 1985
  74, 1983
  75, 1987
  76, 1977
  77, 1972
  78, 1971
  79, 1966
  80, 1964
  81, 1961
  82, 1959
  83, 1956
  84, 1967
  85, 1950
  86, 1947
  87, 1944
  88, 1941
  89, 1938
  90, 1936
  91, 1933
  92, 1931
  93, 1931
  94, 1925
  95, 1922
  96, 1921
  97, 1916
  98, 1913
  99, 1912
 100, 1908
 101, 1906
 102, 1905
 103, 1901
 104, 1898
 105, 1895
 106, 1893
 107, 1890
 108, 1888
 109, 1884
 110, 1882
 111, 1879
 112, 1876
 113, 1875
 114, 1872
 115, 1869
 116, 1866
 117, 1864
 118, 1861
 119, 1859
 120, 1856
 121, 1853
 122, 1851
 123, 1848
 124, 1847
 125, 1844
 126, 1841
 127, 1838
 128, 1836
 129, 1834
 130, 1830
 131, 1828
 132, 1827
 133, 1823
 134, 1822
 135, 1819
 136, 1816
 137, 1813
 138, 1812
 139, 1810
 140, 1806
 141, 1804
 142, 1801
