134,25.27,1.1,24.17,200,-24.27,-24.28,0,1,200
135,25.27,1.1,24.17,200,-21.8,-21.81,0,3.47,300
136,25.49,1.34,24.16,200,-19.07,-19.09,0,6.42,300
137,25.31,1.1,24.21,200,-15.96,-15.99,0,9.34,300
138,25.53,1.34,24.2,200,-13.29,-13.32,0,12.24,300
139,25.28,1.1,24.18,200,-10.18,-10.21,0,15.1,300
140,25.27,1.1,24.17,200,-7.33,-7.37,0,17.93,300
141,25.28,1.1,24.18,200,-4.54,-4.58,0,20.74,300
142,25.27,1.1,24.17,200,-1.75,-1.78,0,23.52,300
143,25.52,1.34,24.18,200,0.75,0.72,0.72,26.27,300
144,25.27,1.1,24.17,200,3.23,3.19,3.19,28.5,200
145,25.28,1.1,24.18,200,4.92,4.89,4.89,30.2,200
146,25.3,1.1,24.2,200,6.6,6.57,6.569999999999999,31.89,200
147,25.53,1.34,24.2,200,8.039999999999999,8.01,8.01,33.57,200
148,25.53,1.34,24.2,200,9.69,9.66,9.66,35.22,200
149,25.3,1.1,24.2,200,11.57,11.54,11.54,36.86,200
150,25.56,1.34,24.22,200,12.93,12.91,12.91,38.48,200
151,25.31,1.1,24.21,200,14.78,14.77,14.77,40.09,200
152,25.31,1.1,24.21,200,16.38,16.36,16.36,41.68,200
153,25.53,1.34,24.2,200,17.73,17.72,17.72,43.26,200
154,25.53,1.34,24.2,200,19.29,19.29,19.29,44.82,200
155,25.31,1.1,24.21,200,21.05,21.06,21.06,46.36,200
156,25.54,1.34,24.21,200,22.35,22.36,22.36,47.89,200
157,25.54,1.34,24.21,200,23.86,23.88,23.88,49.4,200
158,25.54,1.34,24.21,200,25.36,25.39,25.39,50.9,200
159,25.32,1.1,24.22,200,27.07,27.1,27.1,52.39,200
160,25.31,1.1,24.21,200,28.55,28.59,28.59,53.86,200
161,25.36,1.1,24.26,200,29.95,30,30,55.31,200
162,25.54,1.34,24.21,200,31.21,31.27,31.27,56.75,200
163,25.57,1.34,24.23,200,32.6,32.67,32.67,58.17,200
164,25.33,1.1,24.23,200,34.25,34.33,34.33,59.59,200
165,25.81,1.57,24.23,200,35.18,35.27,35.27,60.98,200
166,25.57,1.34,24.23,200,36.8,36.9,36.9,62.37,200
167,25.57,1.34,24.23,200,38.17,38.28,38.27999999999999,63.74,200
168,25.58,1.34,24.25,200,39.51,39.63,39.63,65.09,200
169,25.81,1.57,24.23,200,40.63,40.76,40.76000000000001,66.43000000000001,200
170,25.6,1.34,24.26,200,42.17,42.32,42.32,67.76000000000001,200
171,25.57,1.34,24.23,200,43.51,43.67,43.66999999999999,69.08,200
172,25.58,1.34,24.25,200,44.8,44.97,44.97,70.38,200
173,25.57,1.34,24.23,200,46.1,46.29,46.29,71.67,200
174,25.58,1.34,24.25,200,47.37,47.57,47.57,72.95,200
175,25.81,1.57,24.23,200,48.41,48.62,48.62,74.20999999999999,200
176,25.82,1.57,24.25,200,49.65,49.88,49.88,75.45999999999999,200
177,25.62,1.34,24.29,200,51.08,51.33,51.33,76.7,200
178,25.6,1.34,24.26,200,52.33,52.6,52.6,77.93000000000001,200
179,25.83,1.57,24.26,200,53.31,53.59,53.59,79.14,200
180,25.83,1.57,24.26,200,54.52,54.81,54.81,80.34999999999999,200
181,25.84,1.57,24.27,200,55.69,56,56.00000000000001,81.54000000000001,200
182,25.83,1.57,24.26,200,56.88,57.21,57.21000000000001,82.72,200
183,25.88,1.57,24.31,200,58,58.34,58.34,83.88,200
184,26.07,1.81,24.26,200,58.97,59.33,59.33000000000001,85.04000000000001,200
185,26.08,1.81,24.27,200,60.1,60.48,60.48,86.18000000000001,200
186,26.07,1.81,24.26,200,61.25,61.65,61.65000000000001,87.31999999999999,200
187,26.08,1.81,24.27,200,62.36,62.77,62.77,88.44,200
188,26.81,2.52,24.3,200,62.73,63.17,63.17,89.55,200
189,26.79,2.52,24.27,200,63.86,64.31,64.31,90.65000000000001,200
190,27.05,2.75,24.3,200,64.68000000000001,65.16,65.16,91.73,200
191,27.02,2.75,24.27,200,65.79000000000001,66.28,66.28,92.81,200
192,27.06,2.75,24.31,200,66.81,67.33,67.33,93.88,200
193,27.75,3.46,24.29,200,67.19,67.72,67.72,94.93000000000001,200
194,27.98,3.7,24.29,200,68,68.55,68.55,95.98,200
195,28.2,3.93,24.27,200,68.81,69.38,69.38,97.01000000000001,200
196,29.18,4.88,24.3,200,68.86,69.45999999999999,69.45999999999999,98.04000000000001,200
197,29.64,5.35,24.29,200,69.42,70.03,70.03,99.05,200
198,30.59,6.3,24.3,200,69.45999999999999,70.09999999999999,70.09999999999999,100.06,200
199,30.83,6.53,24.3,200,70.22,70.88,70.88,101.05,200
200,31.54,7.24,24.3,200,70.5,71.17,71.17,102.04,200
201,32.29,7.95,24.34,200,70.72,71.42,71.41999999999999,103.01,200
202,31.83,7.48,24.35,200,72.15000000000001,72.87,72.87,103.98,200
203,32.75,8.43,24.32,200,72.18000000000001,72.92,72.92,104.93,200
204,32.97,8.66,24.31,200,72.90000000000001,73.67,73.67,105.88,200
205,33.95,9.609999999999999,24.34,200,72.87,73.65000000000001,73.65000000000001,106.81,200
206,34.4,10.08,24.31,200,73.34999999999999,74.15000000000001,74.15000000000001,107.74,200
207,34.65,10.32,24.32,200,74.01000000000001,74.84,74.83999999999999,108.66,200
208,36.07,11.74,24.32,200,73.5,74.34999999999999,74.35000000000001,109.57,200
209,37.25,12.93,24.32,200,73.20999999999999,74.09,74.09,110.47,200
210,37.73,13.4,24.32,200,73.63,74.53,74.53,111.36,200
211,38.44,14.12,24.32,200,73.8,74.72,74.72,112.24,200
212,39.39,15.07,24.32,200,73.72,74.66,74.66000000000001,113.11,200
213,40.84,16.49,24.35,200,73.13,74.09999999999999,74.09999999999999,113.98,200
214,40.62,16.26,24.36,200,74.22,75.2,75.2,114.83,200
215,41.78,17.44,24.34,200,73.90000000000001,74.91,74.91,115.68,200
216,42.5,18.16,24.34,200,74.03,75.05,75.05,116.52,200
217,43.45,19.11,24.34,200,73.90000000000001,74.95999999999999,74.96000000000001,117.35,200
218,44.41,20.06,24.35,200,73.76000000000001,74.83,74.83,118.17,200
219,45.35,21.02,24.34,200,73.63,74.73,74.72999999999999,118.99,200
220,47.02,22.69,24.34,200,72.77,73.89,73.89,119.79,200
221,47.51,23.16,24.35,200,73.08,74.22,74.22,120.59,200
222,48,23.64,24.36,200,73.38,74.54000000000001,74.53999999999999,121.38,200
223,48.47,24.12,24.35,200,73.7,74.88,74.88,122.17,200
224,49.42,25.07,24.35,200,73.52,74.72,74.72,122.94,200
225,49.91,25.55,24.36,200,73.79000000000001,75.02,75.02,123.71,200
226,51.59,27.22,24.36,200,72.88,74.13,74.13,124.47,200
227,52.32,27.94,24.38,200,72.90000000000001,74.17,74.17,125.22,200
228,53.03,28.66,24.38,200,72.93000000000001,74.22,74.22,125.96,200
229,53.75,29.38,24.38,200,72.95,74.26000000000001,74.26000000000001,126.7,200
